State,State_Full,City,Median Income,Population
AL,Alabama,Abanda CDP,11207.0,52.0
AL,Alabama,Abbeville city,25615.0,2646.0
AL,Alabama,Adamsville city,42575.0,4454.0
AL,Alabama,Addison town,37083.0,682.0
AL,Alabama,Akron town,21667.0,293.0
AL,Alabama,Alabaster city,71816.0,31905.0
AL,Alabama,Albertville city,32911.0,21406.0
AL,Alabama,Alexander City city,29874.0,14787.0
AL,Alabama,Alexandria CDP,56058.0,3912.0
AL,Alabama,Aliceville city,21131.0,3727.0
AL,Alabama,Allgood town,42009.0,803.0
AL,Alabama,Altoona town,27566.0,808.0
AL,Alabama,Andalusia city,31968.0,9058.0
AL,Alabama,Anderson town,34792.0,253.0
AL,Alabama,Anniston city,29681.0,22626.0
AL,Alabama,Arab city,40292.0,8282.0
AL,Alabama,Ardmore town,35670.0,1419.0
AL,Alabama,Argo town,57212.0,4146.0
AL,Alabama,Ariton town,24286.0,702.0
AL,Alabama,Arley town,28750.0,476.0
AL,Alabama,Ashford town,42704.0,2316.0
AL,Alabama,Ashland town,31438.0,2667.0
AL,Alabama,Ashville city,40547.0,2342.0
AL,Alabama,Athens city,47542.0,23938.0
AL,Alabama,Atmore city,26775.0,10072.0
AL,Alabama,Attalla city,37191.0,5965.0
AL,Alabama,Auburn city,38342.0,58693.0
AL,Alabama,Autaugaville town,24833.0,1119.0
AL,Alabama,Avon town,40417.0,594.0
AL,Alabama,Axis CDP,55750.0,911.0
AL,Alabama,Babbie town,41912.0,687.0
AL,Alabama,Baileyton town,31875.0,909.0
AL,Alabama,Bakerhill town,31875.0,209.0
AL,Alabama,Ballplay CDP,37778.0,1535.0
AL,Alabama,Banks town,28750.0,136.0
AL,Alabama,Bay Minette city,31576.0,8843.0
AL,Alabama,Bayou La Batre city,34583.0,2634.0
AL,Alabama,Bear Creek town,35563.0,1296.0
AL,Alabama,Beatrice town,18417.0,294.0
AL,Alabama,Beaverton town,31875.0,273.0
AL,Alabama,Belgreen CDP,27750.0,66.0
AL,Alabama,Belk town,28906.0,289.0
AL,Alabama,Bellamy CDP,22132.0,816.0
AL,Alabama,Belle Fontaine CDP,34615.0,539.0
AL,Alabama,Benton town,,49.0
AL,Alabama,Berry town,25865.0,1392.0
AL,Alabama,Bessemer city,29615.0,27043.0
AL,Alabama,Billingsley town,41250.0,176.0
AL,Alabama,Birmingham city,31061.0,212211.0
AL,Alabama,Black town,41071.0,157.0
AL,Alabama,Blountsville town,30152.0,1967.0
AL,Alabama,Blue Ridge CDP,96333.0,1461.0
AL,Alabama,Blue Springs town,45313.0,99.0
AL,Alabama,Boaz city,35974.0,9673.0
AL,Alabama,Boligee town,12173.0,640.0
AL,Alabama,Bon Air town,23750.0,103.0
AL,Alabama,Bon Secour CDP,,648.0
AL,Alabama,Boykin CDP,,67.0
AL,Alabama,Brantley town,27870.0,971.0
AL,Alabama,Brantleyville CDP,40370.0,1111.0
AL,Alabama,Brent city,33924.0,4898.0
AL,Alabama,Brewton city,31033.0,5424.0
AL,Alabama,Bridgeport city,28571.0,2300.0
AL,Alabama,Brighton city,22146.0,2904.0
AL,Alabama,Brilliant town,25893.0,908.0
AL,Alabama,Bristow Cove CDP,,531.0
AL,Alabama,Brook Highland CDP,60212.0,7032.0
AL,Alabama,Brookside town,34554.0,1258.0
AL,Alabama,Brookwood town,51515.0,1932.0
AL,Alabama,Broomtown CDP,28750.0,160.0
AL,Alabama,Brundidge city,23819.0,2189.0
AL,Alabama,Bucks CDP,0.0,50.0
AL,Alabama,Butler town,28950.0,2360.0
AL,Alabama,Calera city,62893.0,12593.0
AL,Alabama,Calvert CDP,0.0,394.0
AL,Alabama,Camden city,28375.0,2721.0
AL,Alabama,Camp Hill town,25118.0,1051.0
AL,Alabama,Carbon Hill city,25990.0,1739.0
AL,Alabama,Cardiff town,,30.0
AL,Alabama,Carlisle-Rockledge CDP,35938.0,2910.0
AL,Alabama,Carlton CDP,,74.0
AL,Alabama,Carolina town,50278.0,285.0
AL,Alabama,Carrollton town,27857.0,922.0
AL,Alabama,Castleberry town,20677.0,543.0
AL,Alabama,Catherine CDP,0.0,20.0
AL,Alabama,Cedar Bluff town,36389.0,2017.0
AL,Alabama,Center Point city,39944.0,16797.0
AL,Alabama,Centre city,31268.0,3570.0
AL,Alabama,Centreville city,41103.0,2719.0
AL,Alabama,Chatom town,35365.0,1006.0
AL,Alabama,Chelsea city,85757.0,11386.0
AL,Alabama,Cherokee town,28359.0,850.0
AL,Alabama,Chickasaw city,30973.0,6005.0
AL,Alabama,Childersburg city,25948.0,5105.0
AL,Alabama,Choccolocco CDP,54825.0,2279.0
AL,Alabama,Chunchula CDP,,136.0
AL,Alabama,Citronelle city,48125.0,3886.0
AL,Alabama,Clanton city,39823.0,8715.0
AL,Alabama,Clay city,68717.0,9682.0
AL,Alabama,Clayhatchee town,32656.0,441.0
AL,Alabama,Clayton town,25203.0,2947.0
AL,Alabama,Cleveland town,40909.0,1206.0
AL,Alabama,Clio city,19539.0,856.0
AL,Alabama,Coaling town,54167.0,1808.0
AL,Alabama,Coats Bend CDP,42821.0,1842.0
AL,Alabama,Coffee Springs town,33636.0,264.0
AL,Alabama,Coffeeville town,19583.0,383.0
AL,Alabama,Coker town,45795.0,819.0
AL,Alabama,Collinsville town,25795.0,2104.0
AL,Alabama,Colony town,33063.0,345.0
AL,Alabama,Columbia town,31806.0,680.0
AL,Alabama,Columbiana city,32700.0,4176.0
AL,Alabama,Concord CDP,44620.0,2044.0
AL,Alabama,Coosada town,47406.0,1374.0
AL,Alabama,Cordova city,19139.0,2074.0
AL,Alabama,Cottondale CDP,43875.0,3702.0
AL,Alabama,Cottonwood town,25313.0,1438.0
AL,Alabama,County Line town,55313.0,187.0
AL,Alabama,Courtland town,33125.0,592.0
AL,Alabama,Cowarts town,43533.0,2071.0
AL,Alabama,Creola city,51705.0,1842.0
AL,Alabama,Crossville town,30833.0,2312.0
AL,Alabama,Cuba town,40673.0,509.0
AL,Alabama,Cullman city,38746.0,15014.0
AL,Alabama,Cullomburg CDP,,117.0
AL,Alabama,Cusseta town,52500.0,151.0
AL,Alabama,Dadeville city,29368.0,3181.0
AL,Alabama,Daleville city,45651.0,5188.0
AL,Alabama,Daphne city,60737.0,23559.0
AL,Alabama,Dauphin Island town,63594.0,1319.0
AL,Alabama,Daviston town,47639.0,271.0
AL,Alabama,Dayton town,,25.0
AL,Alabama,Deatsville town,78125.0,1218.0
AL,Alabama,Decatur city,41496.0,55598.0
AL,Alabama,Deer Park CDP,,203.0
AL,Alabama,Delta CDP,,259.0
AL,Alabama,Demopolis city,27656.0,7249.0
AL,Alabama,Detroit town,24107.0,215.0
AL,Alabama,Dodge City town,41346.0,714.0
AL,Alabama,Dora city,40769.0,2295.0
AL,Alabama,Dothan city,42426.0,67708.0
AL,Alabama,Double Springs town,29063.0,1180.0
AL,Alabama,Douglas town,29318.0,1024.0
AL,Alabama,Dozier town,21765.0,307.0
AL,Alabama,Dunnavant CDP,42857.0,984.0
AL,Alabama,Dutton town,39688.0,331.0
AL,Alabama,East Brewton city,26736.0,2508.0
AL,Alabama,East Point CDP,62059.0,151.0
AL,Alabama,Eclectic town,41304.0,912.0
AL,Alabama,Edgewater CDP,26818.0,905.0
AL,Alabama,Edwardsville town,38438.0,137.0
AL,Alabama,Egypt CDP,56693.0,1254.0
AL,Alabama,Elba city,26156.0,3919.0
AL,Alabama,Elberta town,31190.0,1506.0
AL,Alabama,Eldridge town,30000.0,204.0
AL,Alabama,Elkmont town,39583.0,430.0
AL,Alabama,Elmore town,40150.0,1671.0
AL,Alabama,Emelle town,36250.0,38.0
AL,Alabama,Emerald Mountain CDP,91054.0,2895.0
AL,Alabama,Enterprise city,54450.0,27785.0
AL,Alabama,Epes town,25000.0,137.0
AL,Alabama,Ethelsville town,40417.0,99.0
AL,Alabama,Eufaula city,32845.0,12809.0
AL,Alabama,Eunola CDP,42023.0,421.0
AL,Alabama,Eutaw town,22377.0,2834.0
AL,Alabama,Eva town,39868.0,552.0
AL,Alabama,Evergreen city,18661.0,3842.0
AL,Alabama,Excel town,34375.0,1019.0
AL,Alabama,Fairfield city,34890.0,10987.0
AL,Alabama,Fairford CDP,32269.0,85.0
AL,Alabama,Fairhope city,61489.0,17309.0
AL,Alabama,Fairview town,37750.0,483.0
AL,Alabama,Falkville town,33846.0,1226.0
AL,Alabama,Faunsdale town,20625.0,53.0
AL,Alabama,Fayette city,30646.0,4523.0
AL,Alabama,Fayetteville CDP,34632.0,1257.0
AL,Alabama,Fitzpatrick CDP,,84.0
AL,Alabama,Five Points town,45000.0,181.0
AL,Alabama,Flomaton town,24406.0,1670.0
AL,Alabama,Florala town,25673.0,1863.0
AL,Alabama,Florence city,35731.0,39855.0
AL,Alabama,Foley city,40938.0,16345.0
AL,Alabama,Forestdale CDP,48654.0,9716.0
AL,Alabama,Forkland town,19063.0,767.0
AL,Alabama,Fort Deposit town,23963.0,1482.0
AL,Alabama,Fort Payne city,38833.0,14112.0
AL,Alabama,Fort Rucker CDP,59265.0,4895.0
AL,Alabama,Franklin town,60417.0,243.0
AL,Alabama,Fredonia CDP,66591.0,385.0
AL,Alabama,Frisco City town,17311.0,1272.0
AL,Alabama,Fruitdale CDP,63125.0,209.0
AL,Alabama,Fruithurst town,35625.0,266.0
AL,Alabama,Fulton town,32083.0,211.0
AL,Alabama,Fultondale city,51587.0,8733.0
AL,Alabama,Fyffe town,42356.0,1358.0
AL,Alabama,Gadsden city,29136.0,36455.0
AL,Alabama,Gainesville town,14444.0,171.0
AL,Alabama,Gallant CDP,45859.0,742.0
AL,Alabama,Gantt town,47000.0,180.0
AL,Alabama,Garden City town,31591.0,374.0
AL,Alabama,Gardendale city,56132.0,13763.0
AL,Alabama,Gaylesville town,26818.0,187.0
AL,Alabama,Geiger town,45125.0,262.0
AL,Alabama,Geneva city,29912.0,4469.0
AL,Alabama,Georgiana town,19969.0,1710.0
AL,Alabama,Geraldine town,42292.0,883.0
AL,Alabama,Gilbertown town,33750.0,191.0
AL,Alabama,Glen Allen town,24531.0,513.0
AL,Alabama,Glencoe city,46691.0,5139.0
AL,Alabama,Glenwood town,36000.0,228.0
AL,Alabama,Goldville town,46250.0,43.0
AL,Alabama,Good Hope town,47754.0,2232.0
AL,Alabama,Goodwater town,23809.0,1537.0
AL,Alabama,Gordo town,30781.0,1680.0
AL,Alabama,Gordon town,22250.0,275.0
AL,Alabama,Gordonville town,18224.0,278.0
AL,Alabama,Goshen town,40132.0,356.0
AL,Alabama,Graham CDP,41914.0,332.0
AL,Alabama,Grand Bay CDP,48767.0,3501.0
AL,Alabama,Grant town,55000.0,956.0
AL,Alabama,Grayson Valley CDP,46250.0,5160.0
AL,Alabama,Graysville city,41282.0,2149.0
AL,Alabama,Greensboro city,21797.0,2485.0
AL,Alabama,Greenville city,29741.0,7912.0
AL,Alabama,Grimes town,31579.0,570.0
AL,Alabama,Grove Hill town,31786.0,1716.0
AL,Alabama,Guin city,23000.0,2351.0
AL,Alabama,Gulfcrest CDP,68462.0,207.0
AL,Alabama,Gulf Shores city,47662.0,10703.0
AL,Alabama,Guntersville city,39756.0,8326.0
AL,Alabama,Gurley town,32500.0,691.0
AL,Alabama,Gu-Win town,39000.0,126.0
AL,Alabama,Hackleburg town,28819.0,1444.0
AL,Alabama,Hackneyville CDP,60474.0,381.0
AL,Alabama,Haleburg town,54167.0,96.0
AL,Alabama,Haleyville city,24291.0,4068.0
AL,Alabama,Hamilton city,33053.0,6814.0
AL,Alabama,Hammondville town,43281.0,587.0
AL,Alabama,Hanceville city,29231.0,3195.0
AL,Alabama,Harpersville town,35972.0,1711.0
AL,Alabama,Hartford city,22094.0,2645.0
AL,Alabama,Hartselle city,53878.0,14455.0
AL,Alabama,Harvest CDP,63708.0,5226.0
AL,Alabama,Hatton CDP,,144.0
AL,Alabama,Hayden town,50795.0,1186.0
AL,Alabama,Hayneville town,18802.0,984.0
AL,Alabama,Hazel Green CDP,41938.0,3266.0
AL,Alabama,Headland city,51822.0,4685.0
AL,Alabama,Heath town,38333.0,338.0
AL,Alabama,Heflin city,25823.0,3504.0
AL,Alabama,Helena city,84615.0,17589.0
AL,Alabama,Henagar city,30757.0,2253.0
AL,Alabama,Highland Lake town,51250.0,393.0
AL,Alabama,Highland Lakes CDP,124291.0,4864.0
AL,Alabama,Hillsboro town,34712.0,562.0
AL,Alabama,Hissop CDP,25032.0,772.0
AL,Alabama,Hobson CDP,,77.0
AL,Alabama,Hobson City town,25563.0,998.0
AL,Alabama,Hodges town,29583.0,308.0
AL,Alabama,Hokes Bluff city,46042.0,4314.0
AL,Alabama,Hollins CDP,,930.0
AL,Alabama,Hollis Crossroads CDP,34408.0,714.0
AL,Alabama,Holly Pond town,44750.0,1084.0
AL,Alabama,Hollywood town,29306.0,971.0
AL,Alabama,Holt CDP,30446.0,3652.0
AL,Alabama,Holtville CDP,52713.0,4263.0
AL,Alabama,Homewood city,61626.0,25535.0
AL,Alabama,Hoover city,77146.0,83547.0
AL,Alabama,Horn Hill town,34464.0,254.0
AL,Alabama,Hueytown city,42172.0,15894.0
AL,Alabama,Huguley CDP,42063.0,2373.0
AL,Alabama,Huntsville city,48775.0,185594.0
AL,Alabama,Hurtsboro town,19732.0,487.0
AL,Alabama,Hytop town,38542.0,422.0
AL,Alabama,Ider town,32692.0,887.0
AL,Alabama,Indian Springs Village city,96346.0,2505.0
AL,Alabama,Irondale city,47351.0,12398.0
AL,Alabama,Ivalee CDP,50737.0,690.0
AL,Alabama,Jackson city,31232.0,5055.0
AL,Alabama,Jacksons' Gap town,36719.0,932.0
AL,Alabama,Jacksonville city,38903.0,12372.0
AL,Alabama,Jasper city,39695.0,14186.0
AL,Alabama,Jemison city,38500.0,2627.0
AL,Alabama,Joppa CDP,23672.0,263.0
AL,Alabama,Kansas town,38542.0,186.0
AL,Alabama,Kellyton town,29688.0,248.0
AL,Alabama,Kennedy town,35054.0,412.0
AL,Alabama,Killen town,55313.0,1177.0
AL,Alabama,Kimberly city,76771.0,2799.0
AL,Alabama,Kinsey town,37109.0,2275.0
AL,Alabama,Kinston town,23571.0,563.0
AL,Alabama,Ladonia CDP,32713.0,2840.0
AL,Alabama,La Fayette city,25666.0,2989.0
AL,Alabama,Lakeview town,46250.0,133.0
AL,Alabama,Lake View town,88594.0,2417.0
AL,Alabama,Lanett city,25220.0,6457.0
AL,Alabama,Langston town,31875.0,211.0
AL,Alabama,Leeds city,52689.0,11881.0
AL,Alabama,Leesburg town,41397.0,1055.0
AL,Alabama,Leighton town,22500.0,859.0
AL,Alabama,Leroy CDP,47365.0,779.0
AL,Alabama,Lester town,,143.0
AL,Alabama,Level Plains town,65769.0,2181.0
AL,Alabama,Lexington town,35521.0,667.0
AL,Alabama,Libertyville town,44286.0,146.0
AL,Alabama,Lillian CDP,51776.0,1256.0
AL,Alabama,Lincoln city,55605.0,6391.0
AL,Alabama,Linden city,29722.0,2123.0
AL,Alabama,Lineville city,31472.0,2549.0
AL,Alabama,Lipscomb city,26163.0,2275.0
AL,Alabama,Lisman town,28750.0,613.0
AL,Alabama,Littleville town,49107.0,1029.0
AL,Alabama,Livingston city,14426.0,3466.0
AL,Alabama,Loachapoka town,34688.0,217.0
AL,Alabama,Lockhart town,36250.0,443.0
AL,Alabama,Locust Fork town,57143.0,1441.0
AL,Alabama,Lookout Mountain CDP,51058.0,1152.0
AL,Alabama,Louisville town,34286.0,440.0
AL,Alabama,Lowndesboro town,39375.0,118.0
AL,Alabama,Loxley town,48000.0,1886.0
AL,Alabama,Luverne city,29844.0,2825.0
AL,Alabama,Lynn town,33452.0,563.0
AL,Alabama,McDonald Chapel CDP,15588.0,530.0
AL,Alabama,Macedonia CDP,,165.0
AL,Alabama,McIntosh town,48625.0,422.0
AL,Alabama,McKenzie town,31500.0,551.0
AL,Alabama,McMullen town,,5.0
AL,Alabama,Madison city,92960.0,45590.0
AL,Alabama,Madrid town,38750.0,355.0
AL,Alabama,Magnolia Springs town,47614.0,752.0
AL,Alabama,Malcolm CDP,,168.0
AL,Alabama,Malvern town,37000.0,1816.0
AL,Alabama,Maplesville town,32788.0,815.0
AL,Alabama,Marbury CDP,37672.0,1419.0
AL,Alabama,Margaret town,64789.0,4487.0
AL,Alabama,Marion city,31029.0,3551.0
AL,Alabama,Maytown town,43750.0,359.0
AL,Alabama,Meadowbrook CDP,92193.0,8752.0
AL,Alabama,Megargel CDP,0.0,64.0
AL,Alabama,Memphis town,,38.0
AL,Alabama,Mentone town,38750.0,390.0
AL,Alabama,Meridianville CDP,68368.0,6270.0
AL,Alabama,Midfield city,39678.0,5284.0
AL,Alabama,Midland City town,27163.0,2151.0
AL,Alabama,Midway town,24514.0,583.0
AL,Alabama,Mignon CDP,32452.0,1088.0
AL,Alabama,Millbrook city,58330.0,14983.0
AL,Alabama,Millerville CDP,24861.0,216.0
AL,Alabama,Millport town,32443.0,1070.0
AL,Alabama,Millry town,37813.0,565.0
AL,Alabama,Minor CDP,45000.0,1334.0
AL,Alabama,Mobile city,38776.0,194669.0
AL,Alabama,Monroeville city,30678.0,6265.0
AL,Alabama,Montevallo city,34760.0,6549.0
AL,Alabama,Montgomery city,42927.0,202967.0
AL,Alabama,Moody city,61049.0,12292.0
AL,Alabama,Moores Mill CDP,63911.0,6591.0
AL,Alabama,Mooresville town,99375.0,78.0
AL,Alabama,Morris town,70043.0,1737.0
AL,Alabama,Morrison Crossroads CDP,21169.0,190.0
AL,Alabama,Mosses town,15240.0,1036.0
AL,Alabama,Moulton city,28843.0,3386.0
AL,Alabama,Moundville town,39719.0,2183.0
AL,Alabama,Mountain Brook city,126534.0,20518.0
AL,Alabama,Mount Olive CDP (Coosa County),,300.0
AL,Alabama,Mount Olive CDP (Jefferson County),73345.0,4100.0
AL,Alabama,Mount Vernon town,40750.0,1482.0
AL,Alabama,Movico CDP,,170.0
AL,Alabama,Mulga town,34886.0,922.0
AL,Alabama,Munford town,34034.0,1443.0
AL,Alabama,Muscle Shoals city,48896.0,13492.0
AL,Alabama,Myrtlewood town,35000.0,157.0
AL,Alabama,Nanafalia CDP,,64.0
AL,Alabama,Nances Creek CDP,51196.0,292.0
AL,Alabama,Napier Field town,32000.0,414.0
AL,Alabama,Natural Bridge town,,43.0
AL,Alabama,Nauvoo town,27000.0,171.0
AL,Alabama,Nectar town,35313.0,281.0
AL,Alabama,Needham town,56458.0,108.0
AL,Alabama,Newbern town,18750.0,160.0
AL,Alabama,New Brockton town,41066.0,1346.0
AL,Alabama,New Hope city,44224.0,2803.0
AL,Alabama,New Market CDP,59653.0,1410.0
AL,Alabama,New Site town,42143.0,767.0
AL,Alabama,Newton town,41198.0,1709.0
AL,Alabama,New Union CDP,36429.0,1088.0
AL,Alabama,Newville town,31172.0,509.0
AL,Alabama,North Courtland town,24097.0,710.0
AL,Alabama,North Johns town,39750.0,179.0
AL,Alabama,Northport city,53650.0,24339.0
AL,Alabama,Notasulga town,37273.0,974.0
AL,Alabama,Oak Grove town,40972.0,564.0
AL,Alabama,Oak Hill town,,11.0
AL,Alabama,Oakman town,40469.0,659.0
AL,Alabama,Odenville town,51518.0,3663.0
AL,Alabama,Ohatchee town,51688.0,962.0
AL,Alabama,Oneonta city,36852.0,6633.0
AL,Alabama,Onycha town,22917.0,197.0
AL,Alabama,Opelika city,40489.0,28544.0
AL,Alabama,Opp city,34695.0,6665.0
AL,Alabama,Orange Beach city,57535.0,5682.0
AL,Alabama,Orrville town,16250.0,110.0
AL,Alabama,Our Town CDP,38125.0,490.0
AL,Alabama,Owens Cross Roads town,51750.0,1667.0
AL,Alabama,Oxford city,51375.0,21243.0
AL,Alabama,Ozark city,37813.0,14786.0
AL,Alabama,Paint Rock town,23036.0,208.0
AL,Alabama,Panola CDP,,32.0
AL,Alabama,Parrish town,29335.0,1086.0
AL,Alabama,Pelham city,67907.0,22346.0
AL,Alabama,Pell City city,41944.0,13312.0
AL,Alabama,Pennington town,,218.0
AL,Alabama,Penton CDP,30417.0,236.0
AL,Alabama,Perdido CDP,24286.0,554.0
AL,Alabama,Perdido Beach town,47222.0,599.0
AL,Alabama,Peterman CDP,28009.0,120.0
AL,Alabama,Petrey town,38750.0,42.0
AL,Alabama,Phenix City city,36698.0,36639.0
AL,Alabama,Phil Campbell town,25852.0,1149.0
AL,Alabama,Pickensville town,31607.0,661.0
AL,Alabama,Piedmont city,28884.0,4767.0
AL,Alabama,Pike Road town,97500.0,7178.0
AL,Alabama,Pinckard town,31042.0,460.0
AL,Alabama,Pine Apple town,46250.0,138.0
AL,Alabama,Pine Hill town,30682.0,929.0
AL,Alabama,Pine Level CDP,56125.0,4552.0
AL,Alabama,Pine Ridge town,24286.0,235.0
AL,Alabama,Pinson city,59909.0,7448.0
AL,Alabama,Pisgah town,26635.0,717.0
AL,Alabama,Pleasant Grove city,63302.0,10270.0
AL,Alabama,Pleasant Groves town,46875.0,560.0
AL,Alabama,Point Clear CDP,47200.0,2495.0
AL,Alabama,Pollard town,31607.0,236.0
AL,Alabama,Powell town,30903.0,1037.0
AL,Alabama,Prattville city,55297.0,34706.0
AL,Alabama,Priceville town,84375.0,2943.0
AL,Alabama,Prichard city,23785.0,22439.0
AL,Alabama,Providence town,40208.0,268.0
AL,Alabama,Putnam CDP,,100.0
AL,Alabama,Ragland town,38571.0,1802.0
AL,Alabama,Rainbow City city,49338.0,9608.0
AL,Alabama,Rainsville city,39691.0,4992.0
AL,Alabama,Ranburne town,50909.0,441.0
AL,Alabama,Ray CDP,45909.0,480.0
AL,Alabama,Red Bay city,29076.0,3143.0
AL,Alabama,Redland CDP,75139.0,4331.0
AL,Alabama,Red Level town,38571.0,364.0
AL,Alabama,Redstone Arsenal CDP,60893.0,1657.0
AL,Alabama,Reece City town,43261.0,793.0
AL,Alabama,Reeltown CDP,74688.0,425.0
AL,Alabama,Reform town,20136.0,2012.0
AL,Alabama,Rehobeth town,47108.0,1602.0
AL,Alabama,Repton town,23125.0,130.0
AL,Alabama,Ridgeville town,20625.0,117.0
AL,Alabama,River Falls town,28977.0,721.0
AL,Alabama,Riverside town,61417.0,2296.0
AL,Alabama,Riverview town,37222.0,138.0
AL,Alabama,Roanoke city,34956.0,6013.0
AL,Alabama,Robertsdale city,47364.0,5656.0
AL,Alabama,Rock Creek CDP,52227.0,1336.0
AL,Alabama,Rockford town,22778.0,620.0
AL,Alabama,Rock Mills CDP,,648.0
AL,Alabama,Rockville CDP,0.0,34.0
AL,Alabama,Rogersville town,36346.0,1099.0
AL,Alabama,Rosa town,44808.0,385.0
AL,Alabama,Russellville city,29859.0,9824.0
AL,Alabama,Rutledge town,39688.0,342.0
AL,Alabama,St. Florian town,62500.0,418.0
AL,Alabama,St. Stephens CDP,42500.0,580.0
AL,Alabama,Saks CDP,42070.0,10826.0
AL,Alabama,Samson city,22556.0,2103.0
AL,Alabama,Sand Rock town,44375.0,590.0
AL,Alabama,Sanford town,33333.0,212.0
AL,Alabama,Saraland city,52621.0,13715.0
AL,Alabama,Sardis City town,51681.0,1654.0
AL,Alabama,Satsuma city,59311.0,6152.0
AL,Alabama,Scottsboro city,38007.0,14775.0
AL,Alabama,Section town,30278.0,811.0
AL,Alabama,Selma city,22414.0,19987.0
AL,Alabama,Selmont-West Selmont CDP,23015.0,2574.0
AL,Alabama,Semmes city,46596.0,3583.0
AL,Alabama,Sheffield city,34205.0,9074.0
AL,Alabama,Shelby CDP,45139.0,1364.0
AL,Alabama,Shiloh town,36250.0,350.0
AL,Alabama,Shoal Creek CDP,114018.0,1481.0
AL,Alabama,Shorter town,38409.0,436.0
AL,Alabama,Silas town,27875.0,680.0
AL,Alabama,Silverhill town,40921.0,654.0
AL,Alabama,Sims Chapel CDP,86071.0,163.0
AL,Alabama,Sipsey town,27393.0,473.0
AL,Alabama,Skyline town,38810.0,1048.0
AL,Alabama,Slocomb city,35512.0,1880.0
AL,Alabama,Smiths Station city,46354.0,5165.0
AL,Alabama,Smoke Rise CDP,86310.0,2443.0
AL,Alabama,Snead town,35000.0,765.0
AL,Alabama,Somerville town,40417.0,691.0
AL,Alabama,Southside city,65946.0,8514.0
AL,Alabama,South Vinemont town,26141.0,545.0
AL,Alabama,Spanish Fort city,72747.0,7578.0
AL,Alabama,Spring Garden CDP,,179.0
AL,Alabama,Springville city,73906.0,4174.0
AL,Alabama,Spruce Pine CDP,0.0,146.0
AL,Alabama,Standing Rock CDP,49583.0,48.0
AL,Alabama,Stapleton CDP,53083.0,1360.0
AL,Alabama,Steele town,31063.0,945.0
AL,Alabama,Sterrett CDP,31410.0,575.0
AL,Alabama,Stevenson city,38053.0,2194.0
AL,Alabama,Stewartville CDP,43333.0,1956.0
AL,Alabama,Stockton CDP,65000.0,748.0
AL,Alabama,Sulligent city,30050.0,1956.0
AL,Alabama,Sumiton city,42321.0,2689.0
AL,Alabama,Summerdale town,39803.0,986.0
AL,Alabama,Susan Moore town,40417.0,731.0
AL,Alabama,Sweet Water town,79375.0,304.0
AL,Alabama,Sylacauga city,33407.0,12749.0
AL,Alabama,Sylvania town,46964.0,2119.0
AL,Alabama,Sylvan Springs town,56630.0,1729.0
AL,Alabama,Talladega city,29482.0,15931.0
AL,Alabama,Talladega Springs town,50833.0,224.0
AL,Alabama,Tallassee city,38275.0,5380.0
AL,Alabama,Tarrant city,25653.0,6278.0
AL,Alabama,Taylor town,43116.0,2880.0
AL,Alabama,Theodore CDP,44284.0,5942.0
AL,Alabama,Thomaston town,48523.0,268.0
AL,Alabama,Thomasville city,36146.0,4099.0
AL,Alabama,Thorsby town,45478.0,2140.0
AL,Alabama,Tibbie CDP,0.0,24.0
AL,Alabama,Tidmore Bend CDP,48466.0,1170.0
AL,Alabama,Tillmans Corner CDP,48290.0,19065.0
AL,Alabama,Town Creek town,28382.0,998.0
AL,Alabama,Toxey town,23542.0,182.0
AL,Alabama,Trafford town,28889.0,601.0
AL,Alabama,Triana town,41875.0,578.0
AL,Alabama,Trinity town,73625.0,2239.0
AL,Alabama,Troy city,31707.0,18696.0
AL,Alabama,Trussville city,82108.0,20351.0
AL,Alabama,Tuscaloosa city,39351.0,94865.0
AL,Alabama,Tuscumbia city,41176.0,8537.0
AL,Alabama,Tuskegee city,26896.0,9218.0
AL,Alabama,Twin town,41705.0,415.0
AL,Alabama,Underwood-Petersville CDP,39874.0,3425.0
AL,Alabama,Union town,26875.0,269.0
AL,Alabama,Union Grove town,40313.0,81.0
AL,Alabama,Union Springs city,30032.0,3915.0
AL,Alabama,Uniontown town,14967.0,2841.0
AL,Alabama,Uriah CDP,23421.0,278.0
AL,Alabama,Valley city,39531.0,9444.0
AL,Alabama,Valley Grande city,55134.0,3912.0
AL,Alabama,Valley Head town,30391.0,587.0
AL,Alabama,Vance town,64432.0,1302.0
AL,Alabama,Vandiver CDP,47171.0,1020.0
AL,Alabama,Vernon city,30292.0,2202.0
AL,Alabama,Vestavia Hills city,84854.0,34116.0
AL,Alabama,Vina town,22500.0,335.0
AL,Alabama,Vincent town,42692.0,2032.0
AL,Alabama,Vinegar Bend CDP,77083.0,214.0
AL,Alabama,Vredenburgh town,,154.0
AL,Alabama,Wadley town,25294.0,809.0
AL,Alabama,Waldo town,32188.0,246.0
AL,Alabama,Walnut Grove town,38846.0,910.0
AL,Alabama,Warrior city,45396.0,3191.0
AL,Alabama,Waterloo town,39167.0,143.0
AL,Alabama,Waverly town,55417.0,266.0
AL,Alabama,Weaver city,44851.0,3072.0
AL,Alabama,Webb town,35375.0,1287.0
AL,Alabama,Wedowee town,26574.0,714.0
AL,Alabama,Weogufka CDP,19792.0,292.0
AL,Alabama,West Blocton town,36250.0,1359.0
AL,Alabama,West End-Cobb Town CDP,35233.0,3790.0
AL,Alabama,West Jefferson town,45938.0,442.0
