State,State_Full,City,poverty_rate,Population
MS,Mississippi,Bogue Chitto CDP (Lincoln County),35.8,631.0
MS,Mississippi,Bolton town,15.4,423.0
MS,Mississippi,Booneville city,26.5,8780.0
MS,Mississippi,Boyle town,41.5,1053.0
MS,Mississippi,Brandon city,7.0,22897.0
MS,Mississippi,Braxton village,26.6,207.0
MS,Mississippi,Bridgetown CDP,9.3,1937.0
MS,Mississippi,Brookhaven city,37.1,12465.0
MS,Mississippi,Brooksville town,48.9,914.0
MS,Mississippi,Bruce town,31.9,1660.0
MS,Mississippi,Buckatunna CDP,40.3,464.0
MS,Mississippi,Bude town,40.7,905.0
MS,Mississippi,Burnsville town,34.3,1089.0
MS,Mississippi,Byhalia town,42.2,1358.0
MS,Mississippi,Byram city,11.0,11592.0
MS,Mississippi,Caledonia town,10.8,1332.0
MS,Mississippi,Calhoun City town,35.2,1850.0
MS,Mississippi,Canton city,26.7,13413.0
MS,Mississippi,Carrollton town,41.1,146.0
MS,Mississippi,Carthage city,46.9,4966.0
MS,Mississippi,Cary town,49.1,348.0
MS,Mississippi,Centreville town,51.0,1765.0
MS,Mississippi,Charleston city,23.4,1164.0
MS,Mississippi,Chunky town,15.5,406.0
MS,Mississippi,Clara CDP,6.0,589.0
MS,Mississippi,Clarksdale city,35.0,17314.0
MS,Mississippi,Cleary CDP,0.0,1090.0
MS,Mississippi,Cleveland city,29.9,12339.0
MS,Mississippi,Clinton city,15.5,25475.0
MS,Mississippi,Cloverdale CDP,33.1,772.0
MS,Mississippi,Coahoma town,57.2,390.0
MS,Mississippi,Coffeeville town,25.8,1044.0
MS,Mississippi,Coldwater town,20.5,1251.0
MS,Mississippi,Collins city,21.3,2557.0
MS,Mississippi,Collinsville CDP,6.6,1663.0
MS,Mississippi,Columbia city,41.6,6367.0
MS,Mississippi,Columbus city,31.2,23360.0
MS,Mississippi,Columbus AFB CDP,1.1,1443.0
MS,Mississippi,Como town,23.4,1374.0
MS,Mississippi,Conehatta CDP,54.3,1124.0
MS,Mississippi,Corinth city,26.3,14839.0
MS,Mississippi,Courtland town,37.1,725.0
MS,Mississippi,Crawford town,42.7,569.0
MS,Mississippi,Crenshaw town,38.1,975.0
MS,Mississippi,Crosby town,47.5,413.0
MS,Mississippi,Crowder town,21.8,701.0
MS,Mississippi,Cruger town,42.3,336.0
MS,Mississippi,Crystal Springs city,31.4,4970.0
MS,Mississippi,Darling CDP,21.1,284.0
MS,Mississippi,Decatur town,21.1,2100.0
MS,Mississippi,De Kalb town,26.7,1082.0
MS,Mississippi,DeLisle CDP,36.3,1121.0
MS,Mississippi,Derma town,47.3,1056.0
MS,Mississippi,Diamondhead city,8.4,8246.0
MS,Mississippi,D'Iberville city,9.7,10532.0
MS,Mississippi,D'Lo town,31.1,432.0
MS,Mississippi,Doddsville town,48.2,339.0
MS,Mississippi,Drew city,47.8,1941.0
MS,Mississippi,Duck Hill town,42.2,1000.0
MS,Mississippi,Dumas town,5.6,470.0
MS,Mississippi,Duncan town,54.8,435.0
MS,Mississippi,Durant city,48.7,2978.0
MS,Mississippi,Ecru town,14.3,1379.0
MS,Mississippi,Eden village,30.8,104.0
MS,Mississippi,Edwards town,34.9,1177.0
MS,Mississippi,Elliott CDP,39.5,1430.0
MS,Mississippi,Ellisville city,39.7,4566.0
MS,Mississippi,Enterprise town,25.1,716.0
MS,Mississippi,Escatawpa CDP,21.8,3825.0
MS,Mississippi,Ethel town,32.1,505.0
MS,Mississippi,Eupora city,38.7,2191.0
MS,Mississippi,Falcon town,42.2,192.0
MS,Mississippi,Falkner town,12.7,551.0
MS,Mississippi,Farmington town,13.4,2333.0
MS,Mississippi,Farrell CDP,20.7,440.0
MS,Mississippi,Fayette city,49.6,1563.0
MS,Mississippi,Flora town,44.7,1954.0
MS,Mississippi,Florence city,3.4,4279.0
MS,Mississippi,Flowood city,10.1,8385.0
MS,Mississippi,Forest city,27.8,5713.0
MS,Mississippi,Foxworth CDP,21.9,389.0
MS,Mississippi,French Camp town,18.0,216.0
MS,Mississippi,Friars Point town,46.6,870.0
MS,Mississippi,Fulton city,22.6,4014.0
MS,Mississippi,Gattman village,4.4,113.0
MS,Mississippi,Gautier city,15.2,18563.0
MS,Mississippi,Georgetown town,32.0,294.0
MS,Mississippi,Glen town,25.4,461.0
MS,Mississippi,Glendale CDP,30.3,1833.0
MS,Mississippi,Glendora village,41.0,78.0
MS,Mississippi,Gloster town,42.7,972.0
MS,Mississippi,Golden town,17.8,188.0
MS,Mississippi,Goodman town,51.0,1288.0
MS,Mississippi,Greenville city,36.8,33119.0
MS,Mississippi,Greenwood city,40.8,15734.0
MS,Mississippi,Grenada city,24.8,12908.0
MS,Mississippi,Gulf Hills CDP,13.8,8493.0
MS,Mississippi,Gulf Park Estates CDP,12.4,6113.0
MS,Mississippi,Gulfport city,25.5,70642.0
MS,Mississippi,Gunnison town,43.6,305.0
MS,Mississippi,Guntown town,10.9,2412.0
MS,Mississippi,Hamilton CDP,11.6,396.0
MS,Mississippi,Hatley town,20.6,494.0
MS,Mississippi,Hattiesburg city,37.8,46762.0
MS,Mississippi,Hazlehurst city,27.2,3942.0
MS,Mississippi,Heidelberg town,19.5,702.0
MS,Mississippi,Helena CDP,13.3,1049.0
MS,Mississippi,Henderson Point CDP,7.1,112.0
MS,Mississippi,Hernando city,9.1,14984.0
MS,Mississippi,Hickory town,28.7,604.0
MS,Mississippi,Hickory Flat town,28.7,729.0
MS,Mississippi,Hide-A-Way Lake CDP,0.0,1555.0
MS,Mississippi,Hillsboro CDP,45.2,1022.0
MS,Mississippi,Holcomb CDP,30.1,462.0
MS,Mississippi,Hollandale city,47.5,2621.0
MS,Mississippi,Holly Springs city,27.7,7572.0
MS,Mississippi,Horn Lake city,13.8,26662.0
MS,Mississippi,Houston city,26.8,3566.0
MS,Mississippi,Hurley CDP,2.9,1166.0
MS,Mississippi,Indianola city,33.2,10281.0
MS,Mississippi,Inverness town,32.3,934.0
MS,Mississippi,Isola town,47.7,1003.0
MS,Mississippi,Itta Bena city,43.6,2103.0
MS,Mississippi,Iuka city,20.9,3005.0
MS,Mississippi,Jackson city,30.9,173212.0
MS,Mississippi,Jonestown town,53.2,1436.0
MS,Mississippi,Jumpertown town,12.1,653.0
MS,Mississippi,Kearney Park CDP,7.6,1402.0
MS,Mississippi,Kilmichael town,26.0,869.0
MS,Mississippi,Kiln CDP,23.7,2169.0
MS,Mississippi,Kosciusko city,33.3,7242.0
MS,Mississippi,Kossuth village,0.0,263.0
MS,Mississippi,Lake town,24.4,435.0
MS,Mississippi,Lambert town,38.7,1302.0
MS,Mississippi,Latimer CDP,7.3,7009.0
MS,Mississippi,Lauderdale CDP,13.4,686.0
MS,Mississippi,Laurel city,28.7,18770.0
MS,Mississippi,Leakesville town,10.9,802.0
MS,Mississippi,Learned town,2.3,44.0
MS,Mississippi,Leland city,32.8,4318.0
MS,Mississippi,Lena town,13.5,200.0
MS,Mississippi,Lexington city,41.4,2106.0
MS,Mississippi,Liberty town,9.3,771.0
MS,Mississippi,Long Beach city,15.2,15369.0
MS,Mississippi,Louin town,11.1,237.0
MS,Mississippi,Louise town,34.7,150.0
MS,Mississippi,Louisville city,44.9,6407.0
MS,Mississippi,Lucedale city,30.9,2993.0
MS,Mississippi,Lula town,29.8,292.0
MS,Mississippi,Lumberton city,42.5,2080.0
MS,Mississippi,Lyman CDP,16.7,2136.0
MS,Mississippi,Lynchburg CDP,0.7,2307.0
MS,Mississippi,Lyon town,7.8,320.0
MS,Mississippi,Maben town,49.0,677.0
MS,Mississippi,McComb city,30.2,12723.0
MS,Mississippi,McCool town,11.5,148.0
MS,Mississippi,McLain town,13.8,428.0
MS,Mississippi,Macon city,53.9,2659.0
MS,Mississippi,Madison city,3.5,25167.0
MS,Mississippi,Magee city,32.7,4399.0
MS,Mississippi,Magnolia city,29.3,2021.0
MS,Mississippi,Mantachie town,17.5,1403.0
MS,Mississippi,Mantee village,5.4,331.0
MS,Mississippi,Marietta town,25.8,333.0
MS,Mississippi,Marion town,27.3,1547.0
MS,Mississippi,Marks city,33.5,1630.0
MS,Mississippi,Mathiston town,18.4,760.0
MS,Mississippi,Mayersville town,43.1,634.0
MS,Mississippi,Meadville town,22.5,454.0
MS,Mississippi,Mendenhall city,24.8,2511.0
MS,Mississippi,Meridian city,32.9,40507.0
MS,Mississippi,Meridian Station CDP,0.0,636.0
MS,Mississippi,Merigold town,28.0,468.0
MS,Mississippi,Metcalfe town,49.2,1120.0
MS,Mississippi,Mississippi State CDP,0.0,3797.0
MS,Mississippi,Mississippi Valley State University CDP,32.8,1296.0
MS,Mississippi,Mize town,36.7,305.0
MS,Mississippi,Monticello town,31.8,1559.0
MS,Mississippi,Montrose town,23.1,108.0
MS,Mississippi,Mooreville CDP,10.0,822.0
MS,Mississippi,Moorhead city,49.3,1975.0
MS,Mississippi,Morgan City town,62.9,264.0
MS,Mississippi,Morgantown CDP,23.1,1502.0
MS,Mississippi,Morton city,29.6,3456.0
MS,Mississippi,Moss Point city,21.6,13685.0
MS,Mississippi,Mound Bayou city,43.7,1863.0
MS,Mississippi,Mount Olive town,36.4,981.0
MS,Mississippi,Myrtle town,19.7,493.0
MS,Mississippi,Natchez city,31.9,15474.0
MS,Mississippi,Nellieburg CDP,8.5,1317.0
MS,Mississippi,Nettleton city,27.9,1665.0
MS,Mississippi,New Albany city,24.0,8466.0
MS,Mississippi,New Augusta town,27.5,835.0
MS,Mississippi,New Hamilton CDP,7.2,457.0
MS,Mississippi,New Hebron town,17.1,526.0
MS,Mississippi,New Hope CDP,5.6,3083.0
MS,Mississippi,New Houlka town,29.9,813.0
MS,Mississippi,Newton city,20.3,3347.0
MS,Mississippi,Nicholson CDP,45.2,2636.0
MS,Mississippi,North Carrollton town,17.3,498.0
MS,Mississippi,North Tunica CDP,26.5,1060.0
MS,Mississippi,Noxapater town,21.1,374.0
MS,Mississippi,Oakland town,40.7,702.0
MS,Mississippi,Ocean Springs city,9.3,17528.0
MS,Mississippi,Okolona city,31.5,2658.0
MS,Mississippi,Olive Branch city,7.2,35018.0
MS,Mississippi,Osyka town,24.6,425.0
MS,Mississippi,Oxford city,39.6,20769.0
MS,Mississippi,Pace town,20.1,174.0
MS,Mississippi,Pachuta town,32.9,286.0
MS,Mississippi,Paden village,20.4,93.0
MS,Mississippi,Pascagoula city,27.2,22230.0
MS,Mississippi,Pass Christian city,18.9,5130.0
MS,Mississippi,Pearl city,13.8,26222.0
MS,Mississippi,Pearlington CDP,26.1,1397.0
MS,Mississippi,Pearl River CDP,20.9,4040.0
MS,Mississippi,Pelahatchie town,15.7,1340.0
MS,Mississippi,Petal city,11.8,10723.0
MS,Mississippi,Philadelphia city,30.8,7433.0
MS,Mississippi,Picayune city,23.7,10784.0
MS,Mississippi,Pickens town,43.9,818.0
MS,Mississippi,Pittsboro village,5.7,188.0
MS,Mississippi,Plantersville town,18.7,1010.0
MS,Mississippi,Polkville town,30.6,820.0
MS,Mississippi,Pontotoc city,17.6,5808.0
MS,Mississippi,Pope village,20.3,231.0
MS,Mississippi,Poplarville city,19.9,2919.0
MS,Mississippi,Port Gibson city,55.9,1607.0
MS,Mississippi,Potts Camp town,25.7,525.0
MS,Mississippi,Prentiss town,37.6,1193.0
MS,Mississippi,Puckett village,25.4,350.0
MS,Mississippi,Purvis city,13.5,2160.0
MS,Mississippi,Quitman city,20.9,2147.0
MS,Mississippi,Raleigh town,28.4,1454.0
MS,Mississippi,Rawls Springs CDP,36.2,1214.0
MS,Mississippi,Raymond city,25.9,1995.0
MS,Mississippi,Redwater CDP,21.7,603.0
MS,Mississippi,Renova town,25.9,820.0
MS,Mississippi,Richland city,12.5,7055.0
MS,Mississippi,Richton town,28.8,928.0
MS,Mississippi,Ridgeland city,10.2,24276.0
MS,Mississippi,Rienzi town,7.9,343.0
MS,Mississippi,Ripley city,23.6,5350.0
MS,Mississippi,Robinhood CDP,34.9,1443.0
MS,Mississippi,Rolling Fork city,29.3,2491.0
MS,Mississippi,Rosedale city,50.4,1743.0
MS,Mississippi,Roxie town,31.2,551.0
MS,Mississippi,Ruleville city,37.7,2877.0
MS,Mississippi,St. Martin CDP,17.2,7728.0
MS,Mississippi,Sallis town,7.5,147.0
MS,Mississippi,Saltillo city,13.5,4958.0
MS,Mississippi,Sandersville town,11.1,685.0
MS,Mississippi,Sardis town,34.6,1953.0
MS,Mississippi,Satartia village,0.0,11.0
MS,Mississippi,Saucier CDP,22.6,1060.0
MS,Mississippi,Schlater town,19.0,374.0
MS,Mississippi,Scooba town,48.5,1052.0
MS,Mississippi,Sebastopol town,22.9,314.0
MS,Mississippi,Seminary town,8.1,447.0
MS,Mississippi,Senatobia city,19.4,8017.0
MS,Mississippi,Shannon town,31.2,1780.0
MS,Mississippi,Sharon CDP,6.4,1306.0
MS,Mississippi,Shaw city,50.9,1672.0
MS,Mississippi,Shelby city,52.1,2381.0
MS,Mississippi,Sherman town,27.2,784.0
MS,Mississippi,Shubuta town,34.5,342.0
MS,Mississippi,Shuqualak town,37.7,453.0
MS,Mississippi,Sidon town,73.8,489.0
MS,Mississippi,Silver City town,44.0,343.0
MS,Mississippi,Silver Creek town,26.2,206.0
MS,Mississippi,Slate Springs village,5.0,101.0
MS,Mississippi,Sledge town,26.3,476.0
MS,Mississippi,Smithville town,15.8,695.0
MS,Mississippi,Snow Lake Shores town,10.2,354.0
MS,Mississippi,Soso town,14.1,472.0
MS,Mississippi,Southaven city,11.4,51090.0
MS,Mississippi,Standing Pine CDP,51.0,363.0
MS,Mississippi,Starkville city,34.9,24754.0
MS,Mississippi,State Line town,33.2,677.0
MS,Mississippi,Stonewall town,17.8,1315.0
MS,Mississippi,Sturgis town,54.8,438.0
MS,Mississippi,Summit town,47.6,2307.0
MS,Mississippi,Sumner town,15.5,252.0
MS,Mississippi,Sumrall town,17.3,1714.0
MS,Mississippi,Sunflower town,50.0,1047.0
MS,Mississippi,Sylvarena village,1.0,101.0
MS,Mississippi,Taylor village,11.8,304.0
MS,Mississippi,Taylorsville town,24.6,1348.0
MS,Mississippi,Tchula town,66.8,1885.0
MS,Mississippi,Terry town,9.3,1477.0
MS,Mississippi,Thaxton town,7.0,996.0
MS,Mississippi,Tillatoba town,0.0,264.0
MS,Mississippi,Tishomingo town,33.7,489.0
MS,Mississippi,Toccopola town,16.0,219.0
MS,Mississippi,Toomsuba CDP,38.1,1180.0
MS,Mississippi,Tremont town,21.3,477.0
MS,Mississippi,Tucker CDP,5.4,497.0
MS,Mississippi,Tunica town,16.6,1233.0
MS,Mississippi,Tunica Resorts CDP,16.4,1514.0
MS,Mississippi,Tupelo city,23.3,35561.0
MS,Mississippi,Tutwiler town,26.7,3516.0
MS,Mississippi,Tylertown town,30.5,1641.0
MS,Mississippi,Union town,36.2,1826.0
MS,Mississippi,University CDP,92.0,4619.0
MS,Mississippi,Utica town,30.5,830.0
MS,Mississippi,Vaiden town,34.9,802.0
MS,Mississippi,Vancleave CDP,12.1,5783.0
MS,Mississippi,Vardaman town,25.1,1316.0
MS,Mississippi,Verona city,32.9,3062.0
MS,Mississippi,Vicksburg city,32.6,23439.0
MS,Mississippi,Wade CDP,0.0,887.0
MS,Mississippi,Walls town,18.7,1247.0
MS,Mississippi,Walnut town,47.8,827.0
MS,Mississippi,Walnut Grove town,40.4,913.0
MS,Mississippi,Walthall village,30.1,133.0
MS,Mississippi,Water Valley city,26.5,3344.0
MS,Mississippi,Waveland city,25.7,6449.0
MS,Mississippi,Waynesboro city,47.0,4974.0
MS,Mississippi,Webb town,24.5,250.0
MS,Mississippi,Weir town,40.2,507.0
MS,Mississippi,Wesson town,13.6,2134.0
MS,Mississippi,West town,27.1,177.0
MS,Mississippi,West Hattiesburg CDP,24.4,6674.0
MS,Mississippi,West Point city,32.0,11122.0
MS,Mississippi,White Oak CDP,7.4,660.0
MS,Mississippi,Wiggins city,22.5,4487.0
MS,Mississippi,Winona city,38.9,4704.0
MS,Mississippi,Winstonville town,43.5,223.0
MS,Mississippi,Woodland village,25.9,170.0
MS,Mississippi,Woodville town,32.9,1245.0
MS,Mississippi,Yazoo City city,46.5,11421.0
MO,Missouri,Adrian city,14.8,1953.0
MO,Missouri,Advance city,14.7,1449.0
MO,Missouri,Affton CDP,8.9,21345.0
MO,Missouri,Agency village,14.9,907.0
MO,Missouri,Airport Drive village,5.9,877.0
MO,Missouri,Alba city,10.7,503.0
MO,Missouri,Albany city,15.4,2178.0
MO,Missouri,Aldrich village,9.2,76.0
MO,Missouri,Alexandria city,20.4,142.0
MO,Missouri,Allendale village,25.0,44.0
MO,Missouri,Allenville village,10.3,68.0
MO,Missouri,Alma city,4.9,387.0
MO,Missouri,Altamont village,25.7,175.0
MO,Missouri,Altenburg city,3.8,477.0
MO,Missouri,Alton city,39.1,1087.0
MO,Missouri,Amazonia village,17.8,253.0
MO,Missouri,Amity town,66.7,18.0
MO,Missouri,Amoret city,38.6,140.0
MO,Missouri,Amsterdam city,23.8,231.0
MO,Missouri,Anderson city,20.6,2435.0
MO,Missouri,Annada village,23.8,42.0
MO,Missouri,Annapolis city,35.4,466.0
MO,Missouri,Anniston town,27.5,215.0
MO,Missouri,Appleton City city,27.1,1322.0
MO,Missouri,Arbela town,26.3,19.0
MO,Missouri,Arbyrd city,48.2,531.0
MO,Missouri,Arcadia city,25.2,831.0
MO,Missouri,Archie city,17.8,1359.0
MO,Missouri,Arcola village,13.1,61.0
MO,Missouri,Argyle town,6.1,163.0
MO,Missouri,Arkoe town,8.0,75.0
MO,Missouri,Armstrong city,39.0,364.0
MO,Missouri,Arnold city,9.3,21123.0
MO,Missouri,Arrow Point village,13.6,125.0
MO,Missouri,Arrow Rock town,0.0,37.0
MO,Missouri,Asbury city,8.8,171.0
MO,Missouri,Ashburn town,20.0,40.0
MO,Missouri,Ash Grove city,22.5,1567.0
MO,Missouri,Ashland city,9.0,3828.0
MO,Missouri,Ashley CDP,0.0,75.0
MO,Missouri,Atlanta city,13.7,512.0
MO,Missouri,Augusta town,3.2,284.0
MO,Missouri,Aullville village,26.3,99.0
MO,Missouri,Aurora city,18.4,7473.0
MO,Missouri,Auxvasse city,13.4,1298.0
MO,Missouri,Ava city,34.9,2961.0
MO,Missouri,Avilla town,15.0,100.0
MO,Missouri,Avondale city,12.6,392.0
MO,Missouri,Bagnell town,40.4,52.0
MO,Missouri,Baker village,0.0,0.0
MO,Missouri,Bakersfield village,19.7,289.0
MO,Missouri,Baldwin Park village,42.4,66.0
MO,Missouri,Ballwin city,3.0,30484.0
MO,Missouri,Baring city,22.9,153.0
MO,Missouri,Barnard city,15.7,268.0
MO,Missouri,Barnett city,45.4,163.0
MO,Missouri,Barnhart CDP,7.0,5858.0
MO,Missouri,Bates City city,27.7,235.0
MO,Missouri,Battlefield city,7.1,5844.0
MO,Missouri,Bella Villa city,4.2,756.0
MO,Missouri,Bell City city,27.9,491.0
MO,Missouri,Belle city,34.0,1738.0
MO,Missouri,Bellefontaine Neighbors city,26.8,10814.0
MO,Missouri,Bellerive village,3.3,183.0
MO,Missouri,Bellflower city,33.2,337.0
MO,Missouri,Bel-Nor village,9.2,1486.0
MO,Missouri,Bel-Ridge village,36.7,2726.0
MO,Missouri,Belton city,14.7,23209.0
MO,Missouri,Bennett Springs CDP,0.0,114.0
MO,Missouri,Benton city,13.1,937.0
MO,Missouri,Benton City village,7.1,176.0
MO,Missouri,Berger city,23.8,168.0
MO,Missouri,Berkeley city,25.4,9083.0
MO,Missouri,Bernie city,29.6,1992.0
MO,Missouri,Bertrand city,25.7,807.0
MO,Missouri,Bethany city,18.1,3080.0
MO,Missouri,Bethel village,18.4,103.0
MO,Missouri,Beverly Hills city,22.2,450.0
MO,Missouri,Bevier city,11.7,642.0
MO,Missouri,Biehle CDP,0.0,0.0
MO,Missouri,Bigelow village,37.5,8.0
MO,Missouri,Big Lake village,4.9,102.0
MO,Missouri,Big Spring CDP,31.0,29.0
MO,Missouri,Billings city,14.2,921.0
MO,Missouri,Birch Tree city,41.4,559.0
MO,Missouri,Birmingham village,8.0,212.0
MO,Missouri,Bismarck city,22.6,1336.0
MO,Missouri,Blackburn city,8.4,299.0
MO,Missouri,Black Jack city,14.3,6938.0
MO,Missouri,Blackwater city,36.4,141.0
MO,Missouri,Blairstown city,46.4,125.0
MO,Missouri,Blanchard CDP,0.0,42.0
MO,Missouri,Bland city,42.3,478.0
MO,Missouri,Blodgett village,36.1,233.0
MO,Missouri,Bloomfield city,14.7,1952.0
MO,Missouri,Bloomsdale city,7.8,631.0
MO,Missouri,Blue Eye town,16.8,220.0
MO,Missouri,Blue Springs city,10.5,53364.0
MO,Missouri,Blythedale village,17.1,164.0
MO,Missouri,Bogard city,17.9,181.0
MO,Missouri,Bolckow city,28.6,220.0
MO,Missouri,Bolivar city,21.5,10507.0
MO,Missouri,Bonne Terre city,15.2,7064.0
MO,Missouri,Boonville city,17.7,8350.0
MO,Missouri,Bosworth city,11.9,235.0
MO,Missouri,Bourbon city,20.9,1458.0
MO,Missouri,Bowling Green city,20.8,5465.0
MO,Missouri,Bragg City town,11.8,127.0
MO,Missouri,Brandsville city,54.1,109.0
MO,Missouri,Branson city,19.9,11084.0
MO,Missouri,Branson West city,7.8,434.0
MO,Missouri,Brashear city,19.0,226.0
MO,Missouri,Braymer city,25.3,684.0
MO,Missouri,Breckenridge city,20.6,277.0
MO,Missouri,Breckenridge Hills city,29.3,4728.0
MO,Missouri,Brentwood city,5.2,8052.0
MO,Missouri,Brewer CDP,13.1,419.0
MO,Missouri,Bridgeton city,15.1,11699.0
MO,Missouri,Brimson village,38.1,63.0
MO,Missouri,Bronaugh city,33.8,219.0
MO,Missouri,Brookfield city,27.5,4391.0
MO,Missouri,Brooklyn Heights town,12.2,123.0
MO,Missouri,Browning city,34.0,241.0
MO,Missouri,Brownington town,25.0,88.0
MO,Missouri,Brumley town,16.9,65.0
MO,Missouri,Brunswick city,20.5,858.0
MO,Missouri,Bucklin city,21.3,511.0
MO,Missouri,Buckner city,23.0,3077.0
MO,Missouri,Buffalo city,25.8,3066.0
MO,Missouri,Bull Creek village,46.7,522.0
MO,Missouri,Bunceton city,13.0,339.0
MO,Missouri,Bunker city,42.2,412.0
MO,Missouri,Burgess town,45.8,59.0
MO,Missouri,Burlington Junction city,24.8,468.0
MO,Missouri,Butler city,31.0,4153.0
MO,Missouri,Butterfield village,11.3,483.0
MO,Missouri,Byrnes Mill city,7.4,2822.0
MO,Missouri,Cabool city,41.3,2309.0
MO,Missouri,Cainsville city,31.7,240.0
MO,Missouri,Cairo village,18.8,314.0
MO,Missouri,Caledonia village,6.4,173.0
MO,Missouri,Calhoun city,40.6,414.0
MO,Missouri,California city,14.4,4351.0
MO,Missouri,Callao city,36.4,436.0
MO,Missouri,Calverton Park village,16.6,1289.0
MO,Missouri,Camden city,16.1,242.0
MO,Missouri,Camden Point city,6.6,502.0
MO,Missouri,Camdenton city,26.4,3822.0
MO,Missouri,Cameron city,22.2,10167.0
MO,Missouri,Campbell city,31.1,1997.0
MO,Missouri,Canalou city,24.8,278.0
MO,Missouri,Canton city,17.8,2522.0
MO,Missouri,Cape Girardeau city,25.9,38959.0
MO,Missouri,Cardwell city,38.1,698.0
MO,Missouri,Carl Junction city,10.8,7577.0
MO,Missouri,Carrollton city,17.8,3734.0
MO,Missouri,Carterville city,25.3,1795.0
MO,Missouri,Carthage city,27.7,14278.0
MO,Missouri,Caruthersville city,33.3,6026.0
MO,Missouri,Carytown city,11.9,282.0
MO,Missouri,Cassville city,16.3,3286.0
MO,Missouri,Castle Point CDP,40.2,3368.0
MO,Missouri,Catron town,24.4,82.0
MO,Missouri,Cave town,0.0,1.0
MO,Missouri,Cedar Hill CDP,11.5,1694.0
MO,Missouri,Cedar Hill Lakes village,2.5,205.0
MO,Missouri,Center city,18.7,382.0
MO,Missouri,Centertown town,11.3,288.0
MO,Missouri,Centerview city,23.6,253.0
MO,Missouri,Centerville city,30.5,244.0
MO,Missouri,Centralia city,18.4,4159.0
MO,Missouri,Chaffee city,21.1,2943.0
MO,Missouri,Chain of Rocks village,12.0,133.0
MO,Missouri,Chain-O-Lakes village,33.6,122.0
MO,Missouri,Chamois city,29.8,396.0
MO,Missouri,Champ village,0.0,10.0
MO,Missouri,Charlack city,5.8,1483.0
MO,Missouri,Charleston city,31.0,5877.0
MO,Missouri,Charmwood town,0.0,24.0
MO,Missouri,Cherokee Pass CDP,16.9,242.0
MO,Missouri,Chesapeake CDP,12.9,116.0
MO,Missouri,Chesterfield city,5.1,47706.0
MO,Missouri,Chilhowee town,28.3,272.0
MO,Missouri,Chillicothe city,20.0,9025.0
MO,Missouri,Chula city,15.4,245.0
MO,Missouri,Clarence city,32.5,918.0
MO,Missouri,Clark city,14.6,261.0
MO,Missouri,Clarksburg city,24.8,256.0
MO,Missouri,Clarksdale city,14.9,271.0
MO,Missouri,Clarkson Valley city,3.4,2634.0
MO,Missouri,Clarksville city,23.4,444.0
MO,Missouri,Clarkton city,39.8,1228.0
MO,Missouri,Claycomo village,25.6,1457.0
MO,Missouri,Clayton city,8.2,15900.0
MO,Missouri,Clearmont city,18.0,194.0
MO,Missouri,Cleveland city,6.7,609.0
MO,Missouri,Clever city,15.5,2381.0
MO,Missouri,Cliff Village village,0.0,30.0
MO,Missouri,Clifton Hill city,16.2,105.0
MO,Missouri,Climax Springs village,73.5,166.0
MO,Missouri,Clinton city,22.2,9012.0
MO,Missouri,Clyde village,15.6,90.0
MO,Missouri,Cobalt village,34.0,256.0
MO,Missouri,Coffey city,55.6,135.0
MO,Missouri,Cole Camp city,12.9,1443.0
MO,Missouri,Collins village,39.4,132.0
MO,Missouri,Columbia city,24.4,115391.0
MO,Missouri,Commerce village,28.2,44.0
MO,Missouri,Conception CDP,38.1,262.0
MO,Missouri,Conception Junction town,7.1,210.0
MO,Missouri,Concord CDP,4.8,16953.0
MO,Missouri,Concordia city,13.1,2373.0
MO,Missouri,Coney Island village,4.4,68.0
MO,Missouri,Conway city,34.2,918.0
MO,Missouri,Cool Valley city,10.1,1167.0
MO,Missouri,Cooter city,9.6,428.0
MO,Missouri,Corder city,22.8,337.0
MO,Missouri,Corning town,0.0,4.0
MO,Missouri,Cosby village,17.2,151.0
MO,Missouri,Cottleville city,2.1,3836.0
MO,Missouri,Country Club village,7.0,2833.0
MO,Missouri,Country Club Hills city,45.9,1398.0
MO,Missouri,Country Life Acres village,4.3,138.0
MO,Missouri,Cowgill city,39.1,139.0
MO,Missouri,Craig city,34.6,208.0
MO,Missouri,Crane city,23.5,2022.0
MO,Missouri,Creighton city,14.4,320.0
MO,Missouri,Crestwood city,5.4,11961.0
MO,Missouri,Creve Coeur city,6.0,17944.0
MO,Missouri,Crocker city,25.9,997.0
MO,Missouri,Cross Timbers city,29.7,239.0
MO,Missouri,Crystal City city,17.6,4829.0
MO,Missouri,Crystal Lake Park city,4.7,494.0
MO,Missouri,Crystal Lakes city,6.5,322.0
MO,Missouri,Cuba city,30.3,3377.0
MO,Missouri,Curryville city,33.8,240.0
MO,Missouri,Dadeville village,28.0,259.0
MO,Missouri,Dalton town,0.0,15.0
MO,Missouri,Danville CDP,100.0,71.0
MO,Missouri,Dardenne Prairie city,1.2,12383.0
MO,Missouri,Darlington village,35.7,75.0
MO,Missouri,Dawn CDP,35.2,111.0
MO,Missouri,Dearborn city,17.7,412.0
MO,Missouri,Deepwater city,22.0,427.0
MO,Missouri,Deerfield village,21.4,70.0
MO,Missouri,Defiance CDP,0.0,161.0
MO,Missouri,De Kalb town,5.0,202.0
MO,Missouri,Dellwood city,19.3,5011.0
MO,Missouri,Delta city,15.2,422.0
MO,Missouri,Dennis Acres village,6.7,45.0
MO,Missouri,Denver village,6.4,47.0
