State,State_Full,City,poverty_rate,Population
AL,Alabama,Abanda CDP,78.8,52.0
AL,Alabama,Abbeville city,29.1,2646.0
AL,Alabama,Adamsville city,25.5,4454.0
AL,Alabama,Addison town,30.7,682.0
AL,Alabama,Akron town,42.0,293.0
AL,Alabama,Alabaster city,11.2,31905.0
AL,Alabama,Albertville city,26.7,21406.0
AL,Alabama,Alexander City city,30.4,14787.0
AL,Alabama,Alexandria CDP,9.7,3912.0
AL,Alabama,Aliceville city,41.3,3727.0
AL,Alabama,Allgood town,27.7,803.0
AL,Alabama,Altoona town,27.5,808.0
AL,Alabama,Andalusia city,24.5,9058.0
AL,Alabama,Anderson town,13.8,253.0
AL,Alabama,Anniston city,31.7,22626.0
AL,Alabama,Arab city,16.7,8282.0
AL,Alabama,Ardmore town,19.1,1419.0
AL,Alabama,Argo town,8.6,4146.0
AL,Alabama,Ariton town,37.6,702.0
AL,Alabama,Arley town,31.6,476.0
AL,Alabama,Ashford town,18.8,2316.0
AL,Alabama,Ashland town,22.4,2667.0
AL,Alabama,Ashville city,28.3,2342.0
AL,Alabama,Athens city,13.0,23938.0
AL,Alabama,Atmore city,24.7,10072.0
AL,Alabama,Attalla city,20.3,5965.0
AL,Alabama,Auburn city,31.8,58693.0
AL,Alabama,Autaugaville town,24.1,1119.0
AL,Alabama,Avon town,22.2,594.0
AL,Alabama,Axis CDP,6.8,911.0
AL,Alabama,Babbie town,15.7,687.0
AL,Alabama,Baileyton town,28.6,909.0
AL,Alabama,Bakerhill town,19.1,209.0
AL,Alabama,Ballplay CDP,7.1,1535.0
AL,Alabama,Banks town,38.2,136.0
AL,Alabama,Bay Minette city,26.3,8843.0
AL,Alabama,Bayou La Batre city,30.1,2634.0
AL,Alabama,Bear Creek town,25.3,1296.0
AL,Alabama,Beatrice town,44.9,294.0
AL,Alabama,Beaverton town,8.1,273.0
AL,Alabama,Belgreen CDP,28.8,66.0
AL,Alabama,Belk town,39.1,289.0
AL,Alabama,Bellamy CDP,42.9,816.0
AL,Alabama,Belle Fontaine CDP,36.7,539.0
AL,Alabama,Benton town,0.0,49.0
AL,Alabama,Berry town,30.9,1392.0
AL,Alabama,Bessemer city,32.9,27043.0
AL,Alabama,Billingsley town,20.5,176.0
AL,Alabama,Birmingham city,30.9,212211.0
AL,Alabama,Black town,12.7,157.0
AL,Alabama,Blountsville town,41.2,1967.0
AL,Alabama,Blue Ridge CDP,0.5,1461.0
AL,Alabama,Blue Springs town,4.0,99.0
AL,Alabama,Boaz city,19.4,9673.0
AL,Alabama,Boligee town,60.3,640.0
AL,Alabama,Bon Air town,47.6,103.0
AL,Alabama,Bon Secour CDP,18.2,648.0
AL,Alabama,Boykin CDP,53.7,67.0
AL,Alabama,Brantley town,20.7,971.0
AL,Alabama,Brantleyville CDP,19.2,1111.0
AL,Alabama,Brent city,17.3,4898.0
AL,Alabama,Brewton city,27.8,5424.0
AL,Alabama,Bridgeport city,34.7,2300.0
AL,Alabama,Brighton city,33.0,2904.0
AL,Alabama,Brilliant town,22.5,908.0
AL,Alabama,Bristow Cove CDP,39.7,531.0
AL,Alabama,Brook Highland CDP,11.5,7032.0
AL,Alabama,Brookside town,19.2,1258.0
AL,Alabama,Brookwood town,10.8,1932.0
AL,Alabama,Broomtown CDP,23.8,160.0
AL,Alabama,Brundidge city,32.4,2189.0
AL,Alabama,Bucks CDP,0.0,50.0
AL,Alabama,Butler town,25.3,2360.0
AL,Alabama,Calera city,5.8,12593.0
AL,Alabama,Calvert CDP,79.4,394.0
AL,Alabama,Camden city,31.9,2721.0
AL,Alabama,Camp Hill town,36.6,1051.0
AL,Alabama,Carbon Hill city,32.2,1739.0
AL,Alabama,Cardiff town,30.0,30.0
AL,Alabama,Carlisle-Rockledge CDP,17.2,2910.0
AL,Alabama,Carlton CDP,18.9,74.0
AL,Alabama,Carolina town,7.4,285.0
AL,Alabama,Carrollton town,29.1,922.0
AL,Alabama,Castleberry town,39.6,543.0
AL,Alabama,Catherine CDP,0.0,20.0
AL,Alabama,Cedar Bluff town,25.8,2017.0
AL,Alabama,Center Point city,25.0,16797.0
AL,Alabama,Centre city,25.1,3570.0
AL,Alabama,Centreville city,22.4,2719.0
AL,Alabama,Chatom town,19.8,1006.0
AL,Alabama,Chelsea city,4.9,11386.0
AL,Alabama,Cherokee town,19.9,850.0
AL,Alabama,Chickasaw city,33.6,6005.0
AL,Alabama,Childersburg city,38.6,5105.0
AL,Alabama,Choccolocco CDP,14.7,2279.0
AL,Alabama,Chunchula CDP,0.0,136.0
AL,Alabama,Citronelle city,16.9,3886.0
AL,Alabama,Clanton city,16.9,8715.0
AL,Alabama,Clay city,6.6,9682.0
AL,Alabama,Clayhatchee town,16.4,441.0
AL,Alabama,Clayton town,29.3,2947.0
AL,Alabama,Cleveland town,15.0,1206.0
AL,Alabama,Clio city,31.4,856.0
AL,Alabama,Coaling town,19.5,1808.0
AL,Alabama,Coats Bend CDP,15.0,1842.0
AL,Alabama,Coffee Springs town,21.2,264.0
AL,Alabama,Coffeeville town,41.3,383.0
AL,Alabama,Coker town,10.0,819.0
AL,Alabama,Collinsville town,32.1,2104.0
AL,Alabama,Colony town,24.8,345.0
AL,Alabama,Columbia town,20.1,680.0
AL,Alabama,Columbiana city,24.0,4176.0
AL,Alabama,Concord CDP,7.9,2044.0
AL,Alabama,Coosada town,23.5,1374.0
AL,Alabama,Cordova city,32.8,2074.0
AL,Alabama,Cottondale CDP,12.8,3702.0
AL,Alabama,Cottonwood town,29.8,1438.0
AL,Alabama,County Line town,10.7,187.0
AL,Alabama,Courtland town,25.8,592.0
AL,Alabama,Cowarts town,11.7,2071.0
AL,Alabama,Creola city,18.1,1842.0
AL,Alabama,Crossville town,38.1,2312.0
AL,Alabama,Cuba town,21.0,509.0
AL,Alabama,Cullman city,21.9,15014.0
AL,Alabama,Cullomburg CDP,8.5,117.0
AL,Alabama,Cusseta town,9.3,151.0
AL,Alabama,Dadeville city,28.8,3181.0
AL,Alabama,Daleville city,24.5,5188.0
AL,Alabama,Daphne city,11.2,23559.0
AL,Alabama,Dauphin Island town,3.6,1319.0
AL,Alabama,Daviston town,12.9,271.0
AL,Alabama,Dayton town,48.0,25.0
AL,Alabama,Deatsville town,5.1,1218.0
AL,Alabama,Decatur city,21.2,55598.0
AL,Alabama,Deer Park CDP,28.1,203.0
AL,Alabama,Delta CDP,0.0,259.0
AL,Alabama,Demopolis city,31.0,7249.0
AL,Alabama,Detroit town,27.9,215.0
AL,Alabama,Dodge City town,16.7,714.0
AL,Alabama,Dora city,17.2,2295.0
AL,Alabama,Dothan city,19.1,67708.0
AL,Alabama,Double Springs town,27.5,1180.0
AL,Alabama,Douglas town,34.9,1024.0
AL,Alabama,Dozier town,30.3,307.0
AL,Alabama,Dunnavant CDP,7.7,984.0
AL,Alabama,Dutton town,24.2,331.0
AL,Alabama,East Brewton city,30.6,2508.0
AL,Alabama,East Point CDP,0.0,151.0
AL,Alabama,Eclectic town,13.4,912.0
AL,Alabama,Edgewater CDP,26.5,905.0
AL,Alabama,Edwardsville town,5.1,137.0
AL,Alabama,Egypt CDP,4.5,1254.0
AL,Alabama,Elba city,31.1,3919.0
AL,Alabama,Elberta town,15.8,1506.0
AL,Alabama,Eldridge town,37.8,204.0
AL,Alabama,Elkmont town,11.2,430.0
AL,Alabama,Elmore town,30.0,1671.0
AL,Alabama,Emelle town,0.0,38.0
AL,Alabama,Emerald Mountain CDP,8.2,2895.0
AL,Alabama,Enterprise city,16.3,27785.0
AL,Alabama,Epes town,24.8,137.0
AL,Alabama,Ethelsville town,32.3,99.0
AL,Alabama,Eufaula city,25.3,12809.0
AL,Alabama,Eunola CDP,0.0,421.0
AL,Alabama,Eutaw town,32.7,2834.0
AL,Alabama,Eva town,11.1,552.0
AL,Alabama,Evergreen city,52.6,3842.0
AL,Alabama,Excel town,18.6,1019.0
AL,Alabama,Fairfield city,23.4,10987.0
AL,Alabama,Fairford CDP,0.0,85.0
AL,Alabama,Fairhope city,11.2,17309.0
AL,Alabama,Fairview town,24.0,483.0
AL,Alabama,Falkville town,26.0,1226.0
AL,Alabama,Faunsdale town,30.2,53.0
AL,Alabama,Fayette city,25.9,4523.0
AL,Alabama,Fayetteville CDP,15.3,1257.0
AL,Alabama,Fitzpatrick CDP,15.5,84.0
AL,Alabama,Five Points town,20.4,181.0
AL,Alabama,Flomaton town,30.2,1670.0
AL,Alabama,Florala town,30.1,1863.0
AL,Alabama,Florence city,24.6,39855.0
AL,Alabama,Foley city,18.9,16345.0
AL,Alabama,Forestdale CDP,17.0,9716.0
AL,Alabama,Forkland town,48.1,767.0
AL,Alabama,Fort Deposit town,30.2,1482.0
AL,Alabama,Fort Payne city,19.0,14112.0
AL,Alabama,Fort Rucker CDP,8.0,4895.0
AL,Alabama,Franklin town,6.6,243.0
AL,Alabama,Fredonia CDP,18.4,385.0
AL,Alabama,Frisco City town,31.3,1272.0
AL,Alabama,Fruitdale CDP,33.0,209.0
AL,Alabama,Fruithurst town,13.5,266.0
AL,Alabama,Fulton town,19.9,211.0
AL,Alabama,Fultondale city,14.0,8733.0
AL,Alabama,Fyffe town,12.8,1358.0
AL,Alabama,Gadsden city,29.4,36455.0
AL,Alabama,Gainesville town,40.9,171.0
AL,Alabama,Gallant CDP,3.9,742.0
AL,Alabama,Gantt town,8.3,180.0
AL,Alabama,Garden City town,19.3,374.0
AL,Alabama,Gardendale city,7.8,13763.0
AL,Alabama,Gaylesville town,19.3,187.0
AL,Alabama,Geiger town,19.5,262.0
AL,Alabama,Geneva city,30.3,4469.0
AL,Alabama,Georgiana town,35.5,1710.0
AL,Alabama,Geraldine town,13.8,883.0
AL,Alabama,Gilbertown town,21.5,191.0
AL,Alabama,Glen Allen town,21.4,513.0
AL,Alabama,Glencoe city,11.1,5139.0
AL,Alabama,Glenwood town,13.6,228.0
AL,Alabama,Goldville town,9.3,43.0
AL,Alabama,Good Hope town,15.2,2232.0
AL,Alabama,Goodwater town,32.2,1537.0
AL,Alabama,Gordo town,26.3,1680.0
AL,Alabama,Gordon town,26.9,275.0
AL,Alabama,Gordonville town,39.2,278.0
AL,Alabama,Goshen town,31.9,356.0
AL,Alabama,Graham CDP,4.5,332.0
AL,Alabama,Grand Bay CDP,6.4,3501.0
AL,Alabama,Grant town,7.2,956.0
AL,Alabama,Grayson Valley CDP,8.9,5160.0
AL,Alabama,Graysville city,17.4,2149.0
AL,Alabama,Greensboro city,39.3,2485.0
AL,Alabama,Greenville city,25.8,7912.0
AL,Alabama,Grimes town,19.1,570.0
AL,Alabama,Grove Hill town,26.1,1716.0
AL,Alabama,Guin city,37.5,2351.0
AL,Alabama,Gulfcrest CDP,0.0,207.0
AL,Alabama,Gulf Shores city,16.6,10703.0
AL,Alabama,Guntersville city,16.2,8326.0
AL,Alabama,Gurley town,30.8,691.0
AL,Alabama,Gu-Win town,12.0,126.0
AL,Alabama,Hackleburg town,25.7,1444.0
AL,Alabama,Hackneyville CDP,17.8,381.0
AL,Alabama,Haleburg town,8.3,96.0
AL,Alabama,Haleyville city,26.8,4068.0
AL,Alabama,Hamilton city,18.5,6814.0
AL,Alabama,Hammondville town,8.0,587.0
AL,Alabama,Hanceville city,25.8,3195.0
AL,Alabama,Harpersville town,18.8,1711.0
AL,Alabama,Hartford city,36.7,2645.0
AL,Alabama,Hartselle city,6.9,14455.0
AL,Alabama,Harvest CDP,5.5,5226.0
AL,Alabama,Hatton CDP,0.0,144.0
AL,Alabama,Hayden town,7.9,1186.0
AL,Alabama,Hayneville town,44.4,984.0
AL,Alabama,Hazel Green CDP,14.9,3266.0
AL,Alabama,Headland city,13.1,4685.0
AL,Alabama,Heath town,32.5,338.0
AL,Alabama,Heflin city,22.6,3504.0
AL,Alabama,Helena city,2.1,17589.0
AL,Alabama,Henagar city,19.4,2253.0
AL,Alabama,Highland Lake town,9.2,393.0
AL,Alabama,Highland Lakes CDP,2.0,4864.0
AL,Alabama,Hillsboro town,17.6,562.0
AL,Alabama,Hissop CDP,23.2,772.0
AL,Alabama,Hobson CDP,0.0,77.0
AL,Alabama,Hobson City town,41.3,998.0
AL,Alabama,Hodges town,26.9,308.0
AL,Alabama,Hokes Bluff city,13.7,4314.0
AL,Alabama,Hollins CDP,24.4,930.0
AL,Alabama,Hollis Crossroads CDP,29.0,714.0
AL,Alabama,Holly Pond town,19.0,1084.0
AL,Alabama,Hollywood town,20.3,971.0
AL,Alabama,Holt CDP,46.4,3652.0
AL,Alabama,Holtville CDP,11.1,4263.0
AL,Alabama,Homewood city,12.7,25535.0
AL,Alabama,Hoover city,6.0,83547.0
AL,Alabama,Horn Hill town,10.2,254.0
AL,Alabama,Hueytown city,14.3,15894.0
AL,Alabama,Huguley CDP,16.3,2373.0
AL,Alabama,Huntsville city,18.2,185594.0
AL,Alabama,Hurtsboro town,46.0,487.0
AL,Alabama,Hytop town,14.7,422.0
AL,Alabama,Ider town,15.4,887.0
AL,Alabama,Indian Springs Village city,4.4,2505.0
AL,Alabama,Irondale city,20.5,12398.0
AL,Alabama,Ivalee CDP,0.0,690.0
AL,Alabama,Jackson city,24.7,5055.0
AL,Alabama,Jacksons' Gap town,26.1,932.0
AL,Alabama,Jacksonville city,31.2,12372.0
AL,Alabama,Jasper city,22.3,14186.0
AL,Alabama,Jemison city,24.9,2627.0
AL,Alabama,Joppa CDP,0.0,263.0
AL,Alabama,Kansas town,25.3,186.0
AL,Alabama,Kellyton town,29.8,248.0
AL,Alabama,Kennedy town,10.9,412.0
AL,Alabama,Killen town,17.7,1177.0
AL,Alabama,Kimberly city,6.3,2799.0
AL,Alabama,Kinsey town,16.2,2275.0
AL,Alabama,Kinston town,30.2,563.0
AL,Alabama,Ladonia CDP,26.0,2840.0
AL,Alabama,La Fayette city,24.8,2989.0
AL,Alabama,Lakeview town,13.5,133.0
AL,Alabama,Lake View town,2.2,2417.0
AL,Alabama,Lanett city,29.8,6457.0
AL,Alabama,Langston town,24.6,211.0
AL,Alabama,Leeds city,15.4,11881.0
AL,Alabama,Leesburg town,18.0,1055.0
AL,Alabama,Leighton town,25.6,859.0
AL,Alabama,Leroy CDP,6.7,779.0
AL,Alabama,Lester town,16.1,143.0
AL,Alabama,Level Plains town,11.1,2181.0
AL,Alabama,Lexington town,21.3,667.0
AL,Alabama,Libertyville town,4.8,146.0
AL,Alabama,Lillian CDP,11.6,1256.0
AL,Alabama,Lincoln city,12.7,6391.0
AL,Alabama,Linden city,25.1,2123.0
AL,Alabama,Lineville city,12.9,2549.0
AL,Alabama,Lipscomb city,30.6,2275.0
AL,Alabama,Lisman town,44.9,613.0
AL,Alabama,Littleville town,7.7,1029.0
AL,Alabama,Livingston city,55.2,3466.0
AL,Alabama,Loachapoka town,31.8,217.0
AL,Alabama,Lockhart town,14.9,443.0
AL,Alabama,Locust Fork town,14.2,1441.0
AL,Alabama,Lookout Mountain CDP,14.9,1152.0
AL,Alabama,Louisville town,11.8,440.0
AL,Alabama,Lowndesboro town,3.4,118.0
AL,Alabama,Loxley town,20.0,1886.0
AL,Alabama,Luverne city,20.3,2825.0
AL,Alabama,Lynn town,27.9,563.0
AL,Alabama,McDonald Chapel CDP,62.6,530.0
AL,Alabama,Macedonia CDP,4.2,165.0
AL,Alabama,McIntosh town,13.7,422.0
AL,Alabama,McKenzie town,22.5,551.0
AL,Alabama,McMullen town,40.0,5.0
AL,Alabama,Madison city,6.7,45590.0
AL,Alabama,Madrid town,14.9,355.0
AL,Alabama,Magnolia Springs town,5.3,752.0
AL,Alabama,Malcolm CDP,63.7,168.0
AL,Alabama,Malvern town,19.8,1816.0
AL,Alabama,Maplesville town,29.1,815.0
AL,Alabama,Marbury CDP,9.9,1419.0
AL,Alabama,Margaret town,10.1,4487.0
AL,Alabama,Marion city,33.0,3551.0
AL,Alabama,Maytown town,9.2,359.0
AL,Alabama,Meadowbrook CDP,6.5,8752.0
AL,Alabama,Megargel CDP,46.9,64.0
AL,Alabama,Memphis town,60.5,38.0
AL,Alabama,Mentone town,10.9,390.0
AL,Alabama,Meridianville CDP,15.4,6270.0
AL,Alabama,Midfield city,20.1,5284.0
AL,Alabama,Midland City town,31.5,2151.0
AL,Alabama,Midway town,43.1,583.0
AL,Alabama,Mignon CDP,26.0,1088.0
AL,Alabama,Millbrook city,11.6,14983.0
AL,Alabama,Millerville CDP,8.8,216.0
AL,Alabama,Millport town,22.4,1070.0
AL,Alabama,Millry town,26.0,565.0
AL,Alabama,Minor CDP,10.8,1334.0
AL,Alabama,Mobile city,23.3,194669.0
AL,Alabama,Monroeville city,36.7,6265.0
AL,Alabama,Montevallo city,25.5,6549.0
AL,Alabama,Montgomery city,24.1,202967.0
AL,Alabama,Moody city,9.9,12292.0
AL,Alabama,Moores Mill CDP,11.1,6591.0
AL,Alabama,Mooresville town,0.0,78.0
AL,Alabama,Morris town,5.8,1737.0
AL,Alabama,Morrison Crossroads CDP,9.5,190.0
AL,Alabama,Mosses town,55.8,1036.0
AL,Alabama,Moulton city,24.3,3386.0
AL,Alabama,Moundville town,18.7,2183.0
AL,Alabama,Mountain Brook city,3.0,20518.0
AL,Alabama,Mount Olive CDP (Coosa County),1.7,300.0
AL,Alabama,Mount Olive CDP (Jefferson County),11.0,4100.0
AL,Alabama,Mount Vernon town,31.3,1482.0
AL,Alabama,Movico CDP,12.9,170.0
AL,Alabama,Mulga town,30.5,922.0
AL,Alabama,Munford town,18.8,1443.0
AL,Alabama,Muscle Shoals city,10.7,13492.0
AL,Alabama,Myrtlewood town,7.0,157.0
AL,Alabama,Nanafalia CDP,29.7,64.0
AL,Alabama,Nances Creek CDP,0.0,292.0
AL,Alabama,Napier Field town,21.7,414.0
AL,Alabama,Natural Bridge town,2.3,43.0
AL,Alabama,Nauvoo town,26.2,171.0
AL,Alabama,Nectar town,18.3,281.0
AL,Alabama,Needham town,1.9,108.0
AL,Alabama,Newbern town,35.0,160.0
AL,Alabama,New Brockton town,20.9,1346.0
AL,Alabama,New Hope city,14.8,2803.0
AL,Alabama,New Market CDP,0.0,1410.0
AL,Alabama,New Site town,9.6,767.0
AL,Alabama,Newton town,17.7,1709.0
AL,Alabama,New Union CDP,27.9,1088.0
AL,Alabama,Newville town,21.0,509.0
AL,Alabama,North Courtland town,22.4,710.0
AL,Alabama,North Johns town,11.7,179.0
AL,Alabama,Northport city,13.7,24339.0
AL,Alabama,Notasulga town,29.5,974.0
AL,Alabama,Oak Grove town,13.1,564.0
AL,Alabama,Oak Hill town,72.7,11.0
AL,Alabama,Oakman town,21.4,659.0
AL,Alabama,Odenville town,16.2,3663.0
AL,Alabama,Ohatchee town,14.8,962.0
AL,Alabama,Oneonta city,12.8,6633.0
AL,Alabama,Onycha town,23.4,197.0
AL,Alabama,Opelika city,23.0,28544.0
AL,Alabama,Opp city,25.9,6665.0
AL,Alabama,Orange Beach city,10.5,5682.0
AL,Alabama,Orrville town,37.3,110.0
AL,Alabama,Our Town CDP,0.0,490.0
AL,Alabama,Owens Cross Roads town,9.5,1667.0
AL,Alabama,Oxford city,11.7,21243.0
AL,Alabama,Ozark city,23.1,14786.0
AL,Alabama,Paint Rock town,35.6,208.0
AL,Alabama,Panola CDP,40.6,32.0
AL,Alabama,Parrish town,15.8,1086.0
AL,Alabama,Pelham city,4.6,22346.0
AL,Alabama,Pell City city,20.8,13312.0
AL,Alabama,Pennington town,34.9,218.0
AL,Alabama,Penton CDP,30.9,236.0
AL,Alabama,Perdido CDP,39.5,554.0
AL,Alabama,Perdido Beach town,17.7,599.0
AL,Alabama,Peterman CDP,14.2,120.0
AL,Alabama,Petrey town,0.0,42.0
AL,Alabama,Phenix City city,21.0,36639.0
AL,Alabama,Phil Campbell town,34.4,1149.0
AL,Alabama,Pickensville town,22.4,661.0
AL,Alabama,Piedmont city,25.6,4767.0
AL,Alabama,Pike Road town,2.3,7178.0
AL,Alabama,Pinckard town,13.0,460.0
AL,Alabama,Pine Apple town,21.0,138.0
AL,Alabama,Pine Hill town,48.5,929.0
AL,Alabama,Pine Level CDP,9.6,4552.0
AL,Alabama,Pine Ridge town,44.7,235.0
AL,Alabama,Pinson city,5.8,7448.0
AL,Alabama,Pisgah town,31.9,717.0
AL,Alabama,Pleasant Grove city,6.4,10270.0
AL,Alabama,Pleasant Groves town,8.2,560.0
AL,Alabama,Point Clear CDP,12.1,2495.0
AL,Alabama,Pollard town,24.2,236.0
AL,Alabama,Powell town,31.5,1037.0
AL,Alabama,Prattville city,11.5,34706.0
AL,Alabama,Priceville town,5.8,2943.0
AL,Alabama,Prichard city,36.3,22439.0
AL,Alabama,Providence town,10.8,268.0
AL,Alabama,Putnam CDP,30.0,100.0
AL,Alabama,Ragland town,17.0,1802.0
AL,Alabama,Rainbow City city,17.7,9608.0
AL,Alabama,Rainsville city,16.7,4992.0
AL,Alabama,Ranburne town,5.8,441.0
AL,Alabama,Ray CDP,5.8,480.0
AL,Alabama,Red Bay city,29.9,3143.0
AL,Alabama,Redland CDP,5.9,4331.0
AL,Alabama,Red Level town,17.6,364.0
AL,Alabama,Redstone Arsenal CDP,9.8,1657.0
AL,Alabama,Reece City town,13.7,793.0
AL,Alabama,Reeltown CDP,0.0,425.0
AL,Alabama,Reform town,39.9,2012.0
AL,Alabama,Rehobeth town,9.5,1602.0
AL,Alabama,Repton town,34.6,130.0
AL,Alabama,Ridgeville town,35.9,117.0
AL,Alabama,River Falls town,20.5,721.0
AL,Alabama,Riverside town,4.8,2296.0
AL,Alabama,Riverview town,15.9,138.0
AL,Alabama,Roanoke city,20.3,6013.0
AL,Alabama,Robertsdale city,10.6,5656.0
AL,Alabama,Rock Creek CDP,8.1,1336.0
AL,Alabama,Rockford town,38.1,620.0
AL,Alabama,Rock Mills CDP,36.7,648.0
AL,Alabama,Rockville CDP,0.0,34.0
AL,Alabama,Rogersville town,28.7,1099.0
AL,Alabama,Rosa town,11.4,385.0
AL,Alabama,Russellville city,34.4,9824.0
AL,Alabama,Rutledge town,13.5,342.0
AL,Alabama,St. Florian town,5.0,418.0
AL,Alabama,St. Stephens CDP,25.9,580.0
AL,Alabama,Saks CDP,17.9,10826.0
AL,Alabama,Samson city,39.6,2103.0
AL,Alabama,Sand Rock town,5.9,590.0
AL,Alabama,Sanford town,17.5,212.0
AL,Alabama,Saraland city,11.2,13715.0
AL,Alabama,Sardis City town,12.5,1654.0
AL,Alabama,Satsuma city,10.3,6152.0
AL,Alabama,Scottsboro city,16.0,14775.0
AL,Alabama,Section town,25.9,811.0
AL,Alabama,Selma city,41.9,19987.0
AL,Alabama,Selmont-West Selmont CDP,45.5,2574.0
AL,Alabama,Semmes city,19.2,3583.0
AL,Alabama,Sheffield city,25.0,9074.0
AL,Alabama,Shelby CDP,36.8,1364.0
AL,Alabama,Shiloh town,13.7,350.0
AL,Alabama,Shoal Creek CDP,2.6,1481.0
AL,Alabama,Shorter town,12.9,436.0
AL,Alabama,Silas town,49.0,680.0
AL,Alabama,Silverhill town,7.5,654.0
AL,Alabama,Sims Chapel CDP,8.6,163.0
AL,Alabama,Sipsey town,15.2,473.0
AL,Alabama,Skyline town,19.4,1048.0
AL,Alabama,Slocomb city,17.7,1880.0
AL,Alabama,Smiths Station city,13.5,5165.0
AL,Alabama,Smoke Rise CDP,5.0,2443.0
AL,Alabama,Snead town,11.0,765.0
AL,Alabama,Somerville town,18.7,691.0
AL,Alabama,Southside city,4.7,8514.0
AL,Alabama,South Vinemont town,32.8,545.0
AL,Alabama,Spanish Fort city,7.8,7578.0
AL,Alabama,Spring Garden CDP,20.7,179.0
AL,Alabama,Springville city,9.3,4174.0
AL,Alabama,Spruce Pine CDP,0.0,146.0
AL,Alabama,Standing Rock CDP,0.0,48.0
AL,Alabama,Stapleton CDP,7.0,1360.0
AL,Alabama,Steele town,17.5,945.0
AL,Alabama,Sterrett CDP,8.5,575.0
AL,Alabama,Stevenson city,24.5,2194.0
AL,Alabama,Stewartville CDP,17.5,1956.0
AL,Alabama,Stockton CDP,1.4,748.0
AL,Alabama,Sulligent city,26.4,1956.0
AL,Alabama,Sumiton city,17.6,2689.0
AL,Alabama,Summerdale town,11.2,986.0
AL,Alabama,Susan Moore town,20.6,731.0
AL,Alabama,Sweet Water town,1.6,304.0
AL,Alabama,Sylacauga city,29.8,12749.0
AL,Alabama,Sylvania town,17.9,2119.0
AL,Alabama,Sylvan Springs town,5.3,1729.0
AL,Alabama,Talladega city,27.2,15931.0
AL,Alabama,Talladega Springs town,12.5,224.0
AL,Alabama,Tallassee city,17.1,5380.0
AL,Alabama,Tarrant city,31.8,6278.0
AL,Alabama,Taylor town,19.6,2880.0
AL,Alabama,Theodore CDP,12.2,5942.0
AL,Alabama,Thomaston town,18.3,268.0
AL,Alabama,Thomasville city,13.3,4099.0
AL,Alabama,Thorsby town,19.2,2140.0
AL,Alabama,Tibbie CDP,70.8,24.0
AL,Alabama,Tidmore Bend CDP,12.1,1170.0
AL,Alabama,Tillmans Corner CDP,17.7,19065.0
AL,Alabama,Town Creek town,29.6,998.0
AL,Alabama,Toxey town,33.5,182.0
AL,Alabama,Trafford town,29.1,601.0
AL,Alabama,Triana town,27.1,578.0
AL,Alabama,Trinity town,10.0,2239.0
AL,Alabama,Troy city,31.1,18696.0
AL,Alabama,Trussville city,4.7,20351.0
AL,Alabama,Tuscaloosa city,25.1,94865.0
AL,Alabama,Tuscumbia city,15.3,8537.0
AL,Alabama,Tuskegee city,27.6,9218.0
AL,Alabama,Twin town,16.5,415.0
AL,Alabama,Underwood-Petersville CDP,12.9,3425.0
AL,Alabama,Union town,22.7,269.0
AL,Alabama,Union Grove town,6.2,81.0
AL,Alabama,Union Springs city,26.8,3915.0
AL,Alabama,Uniontown town,48.4,2841.0
AL,Alabama,Uriah CDP,14.7,278.0
AL,Alabama,Valley city,18.5,9444.0
AL,Alabama,Valley Grande city,12.3,3912.0
AL,Alabama,Valley Head town,23.2,587.0
AL,Alabama,Vance town,9.0,1302.0
AL,Alabama,Vandiver CDP,12.3,1020.0
AL,Alabama,Vernon city,31.1,2202.0
AL,Alabama,Vestavia Hills city,4.3,34116.0
AL,Alabama,Vina town,23.9,335.0
AL,Alabama,Vincent town,10.9,2032.0
AL,Alabama,Vinegar Bend CDP,0.0,214.0
AL,Alabama,Vredenburgh town,39.0,154.0
AL,Alabama,Wadley town,34.7,809.0
AL,Alabama,Waldo town,22.0,246.0
AL,Alabama,Walnut Grove town,10.3,910.0
AL,Alabama,Warrior city,18.8,3191.0
AL,Alabama,Waterloo town,18.2,143.0
AL,Alabama,Waverly town,10.9,266.0
AL,Alabama,Weaver city,5.7,3072.0
AL,Alabama,Webb town,18.7,1287.0
AL,Alabama,Wedowee town,26.7,714.0
AL,Alabama,Weogufka CDP,43.2,292.0
AL,Alabama,West Blocton town,31.6,1359.0
AL,Alabama,West End-Cobb Town CDP,19.6,3790.0
AL,Alabama,West Jefferson town,10.2,442.0
AL,Alabama,Westover town,13.4,1239.0
AL,Alabama,West Point town,14.2,626.0
AL,Alabama,Wetumpka city,10.7,7406.0
AL,Alabama,Whatley CDP,0.0,0.0
AL,Alabama,White Hall town,42.7,832.0
AL,Alabama,White Plains CDP,5.0,908.0
AL,Alabama,Whitesboro CDP,25.2,2139.0
AL,Alabama,Wilsonville town,20.3,2163.0
AL,Alabama,Wilton town,12.0,584.0
AL,Alabama,Winfield city,13.3,4345.0
AL,Alabama,Woodland town,26.6,222.0
AL,Alabama,Woodstock town,13.5,1766.0
AL,Alabama,Woodville town,25.9,763.0
AL,Alabama,Yellow Bluff town,44.1,186.0
AL,Alabama,York city,46.8,2652.0
AK,Alaska,Adak city,39.3,122.0
AK,Alaska,Akhiok city,40.5,84.0
AK,Alaska,Akiachak CDP,26.1,562.0
AK,Alaska,Akiak city,31.3,399.0
