State,State_Full,City,share_white,share_black,share_native_american,share_asian,share_hispanic,Population
TX,Texas,Follett city,91.5,1.1,0.2,1.5,14.8,577.0
TX,Texas,Forest Hill city,29.0,48.5,0.5,0.6,38.2,12709.0
TX,Texas,Forney city,80.8,10.0,0.7,1.1,16.0,16793.0
TX,Texas,Forsan city,95.2,1.0,0.0,0.0,17.6,216.0
TX,Texas,Fort Bliss CDP,71.6,14.5,1.6,2.4,18.3,9321.0
TX,Texas,Fort Clark Springs CDP,92.6,1.2,1.1,0.8,20.7,1012.0
TX,Texas,Fort Davis CDP,88.7,0.9,0.7,0.0,47.9,1112.0
TX,Texas,Fort Hancock CDP,74.2,0.3,0.7,0.3,95.4,1623.0
TX,Texas,Fort Hood CDP,64.0,17.8,1.3,2.2,20.0,30739.0
TX,Texas,Fort Stockton city,79.4,2.1,0.7,0.8,73.7,8441.0
TX,Texas,Fort Worth city,61.1,18.9,0.6,3.7,34.1,796614.0
TX,Texas,Four Corners CDP,18.6,31.2,0.4,34.6,25.4,13626.0
TX,Texas,Four Points CDP,100.0,0.0,0.0,0.0,94.4,0.0
TX,Texas,Fowlerton CDP,76.4,0.0,0.0,0.0,49.1,165.0
TX,Texas,Franklin city,72.7,19.3,0.3,0.1,12.1,1882.0
TX,Texas,Frankston town,80.4,15.0,0.3,0.5,3.8,1017.0
TX,Texas,Fredericksburg city,90.5,0.5,0.6,0.6,21.3,10826.0
TX,Texas,Freeport city,65.0,12.2,0.8,0.5,59.9,12118.0
TX,Texas,Freer city,88.4,0.5,0.5,0.5,82.0,2775.0
TX,Texas,Fresno CDP,18.7,59.7,0.6,1.0,33.1,21877.0
TX,Texas,Friendswood city,86.6,3.4,0.4,4.8,12.5,37602.0
TX,Texas,Friona city,71.1,1.2,1.1,0.3,69.9,4018.0
TX,Texas,Frisco city,75.0,8.1,0.5,10.0,12.1,137797.0
TX,Texas,Fritch city,95.7,0.2,1.0,0.1,5.6,2982.0
TX,Texas,Fronton CDP,98.9,0.0,0.0,0.0,100.0,154.0
TX,Texas,Fronton Ranchettes CDP,90.3,0.0,0.0,0.0,98.2,155.0
TX,Texas,Frost city,79.5,6.4,0.8,0.2,22.4,639.0
TX,Texas,Fruitvale city,92.4,0.0,1.2,0.0,10.0,582.0
TX,Texas,Fulshear city,73.8,15.8,2.1,2.0,17.4,3228.0
TX,Texas,Fulton town,83.1,1.5,0.7,5.6,15.3,1319.0
TX,Texas,Gail CDP,91.3,0.0,0.9,0.4,21.2,326.0
TX,Texas,Gainesville city,74.7,5.1,1.3,1.3,28.3,16119.0
TX,Texas,Galena Park city,63.8,6.8,0.8,0.1,81.4,11126.0
TX,Texas,Gallatin city,91.9,2.4,1.9,0.7,6.7,349.0
TX,Texas,Galveston city,62.5,19.2,0.9,3.2,31.3,48971.0
TX,Texas,Ganado city,77.5,2.6,0.2,0.6,46.7,1796.0
TX,Texas,Garceno CDP,100.0,0.0,0.0,0.0,86.0,592.0
TX,Texas,Garciasville CDP,100.0,0.0,0.0,0.0,100.0,55.0
TX,Texas,Garden City CDP,88.9,0.3,0.6,0.0,35.6,292.0
TX,Texas,Gardendale CDP,95.5,0.9,0.4,0.1,14.0,1399.0
TX,Texas,Garden Ridge city,85.1,8.6,0.5,2.2,15.1,3637.0
TX,Texas,Garfield CDP,74.9,2.6,0.5,0.5,46.3,1535.0
TX,Texas,Garland city,57.5,14.5,0.8,9.4,37.8,234213.0
TX,Texas,Garrett town,60.8,2.1,0.0,0.1,57.3,845.0
TX,Texas,Garrison city,67.4,24.8,0.0,1.3,9.3,897.0
TX,Texas,Gary City town,93.9,1.9,0.6,0.6,2.6,305.0
TX,Texas,Garza-Salinas II CDP,99.3,0.0,0.0,0.0,100.0,753.0
TX,Texas,Gatesville city,70.8,20.0,0.5,0.5,17.1,15826.0
TX,Texas,Georgetown city,86.2,3.7,0.6,1.0,21.8,56102.0
TX,Texas,George West city,91.6,0.9,0.5,0.3,50.6,2538.0
TX,Texas,Geronimo CDP,78.3,4.6,0.4,0.7,50.7,1432.0
TX,Texas,Gholson city,94.4,1.1,1.0,0.3,10.4,851.0
TX,Texas,Giddings city,68.7,11.9,1.2,0.9,42.7,4957.0
TX,Texas,Gilmer city,74.9,18.0,0.7,0.8,7.0,5088.0
TX,Texas,Girard CDP,90.0,6.0,0.0,0.0,16.0,31.0
TX,Texas,Gladewater city,75.7,17.6,0.8,0.6,6.4,6451.0
TX,Texas,Glenn Heights city,36.4,50.0,0.6,0.6,22.2,11795.0
TX,Texas,Glen Rose city,86.1,0.7,0.9,1.0,19.5,2523.0
TX,Texas,Glidden CDP,55.8,19.4,2.1,1.7,38.3,443.0
TX,Texas,Godley city,95.6,0.5,0.3,0.2,8.6,1237.0
TX,Texas,Goldsmith city,87.5,0.8,1.9,0.0,18.3,208.0
TX,Texas,Goldthwaite city,85.6,0.2,0.5,0.3,24.6,2142.0
TX,Texas,Goliad city,76.5,7.8,0.7,0.5,52.5,2111.0
TX,Texas,Golinda city,69.8,17.2,0.5,0.0,15.9,500.0
TX,Texas,Gonzales city,62.6,12.6,1.3,0.7,53.1,7370.0
TX,Texas,Goodlow city,8.5,90.5,0.0,0.0,6.0,209.0
TX,Texas,Goodrich city,69.4,15.9,0.7,0.0,21.8,260.0
TX,Texas,Gordon city,94.6,0.0,0.8,1.0,5.6,450.0
TX,Texas,Goree city,78.8,7.9,1.5,0.0,27.1,258.0
TX,Texas,Gorman city,81.1,0.1,0.1,0.3,34.0,901.0
TX,Texas,Graford city,91.1,0.7,1.2,0.2,9.6,711.0
TX,Texas,Graham city,88.2,1.2,0.9,0.5,20.5,8837.0
TX,Texas,Granbury city,93.7,0.7,0.7,1.1,8.6,8750.0
TX,Texas,Grand Acres CDP,93.9,0.0,2.0,0.0,100.0,
TX,Texas,Grandfalls town,83.6,2.8,0.8,0.0,46.4,331.0
TX,Texas,Grand Prairie city,52.6,20.2,0.8,6.5,42.7,183500.0
TX,Texas,Grand Saline city,86.4,0.7,0.8,0.4,20.9,3108.0
TX,Texas,Grandview city,85.5,5.3,0.6,0.6,17.4,1444.0
TX,Texas,Granger city,77.4,7.0,0.6,0.5,33.1,1583.0
TX,Texas,Granite Shoals city,78.2,1.4,1.2,0.3,45.3,4988.0
TX,Texas,Granjeno city,97.3,0.0,0.0,0.0,99.7,288.0
TX,Texas,Grape Creek CDP,86.0,0.4,0.5,0.5,22.4,2935.0
TX,Texas,Grapeland city,63.9,34.0,0.5,0.2,3.1,1784.0
TX,Texas,Grapevine city,81.1,3.3,0.7,4.5,18.0,49609.0
TX,Texas,Grays Prairie village,94.7,0.9,0.3,0.0,10.1,349.0
TX,Texas,Greatwood CDP,77.6,8.0,0.2,10.3,10.6,12198.0
TX,Texas,Green Valley Farms CDP,84.2,1.0,0.5,0.1,96.9,451.0
TX,Texas,Greenville city,68.5,16.8,0.9,1.1,22.4,26058.0
TX,Texas,Gregory city,73.8,0.8,0.4,0.2,90.9,2137.0
TX,Texas,Grey Forest city,94.6,0.6,0.6,1.2,14.5,540.0
TX,Texas,Groesbeck city,65.3,20.2,0.3,0.3,20.9,4326.0
TX,Texas,Groom town,94.9,0.9,0.5,0.0,5.9,561.0
TX,Texas,Groves city,85.8,4.1,0.3,3.0,16.3,15845.0
TX,Texas,Groveton city,78.2,13.0,0.6,0.1,13.7,1365.0
TX,Texas,Gruver city,82.7,0.8,0.3,0.0,36.5,1112.0
TX,Texas,Guadalupe-Guerra CDP,100.0,0.0,0.0,0.0,100.0,
TX,Texas,Guerra CDP,66.7,0.0,0.0,0.0,66.7,0.0
TX,Texas,Gun Barrel City city,93.4,0.9,0.6,0.7,6.8,5856.0
TX,Texas,Gunter city,79.8,1.0,1.7,0.3,25.8,1441.0
TX,Texas,Gustine town,85.3,0.0,1.1,0.2,41.4,574.0
TX,Texas,Guthrie CDP,98.8,0.0,0.6,0.0,8.8,147.0
TX,Texas,Gutierrez CDP,88.6,0.0,0.0,0.0,100.0,21.0
TX,Texas,Hackberry town,61.8,5.5,0.5,3.3,54.1,1530.0
TX,Texas,Hale Center city,69.9,4.2,0.7,0.0,63.2,2486.0
TX,Texas,Hallettsville city,75.7,17.6,0.4,0.5,15.9,2582.0
TX,Texas,Hallsburg city,92.1,1.2,0.4,1.0,5.9,548.0
TX,Texas,Hallsville city,89.1,5.5,0.6,0.3,6.1,3888.0
TX,Texas,Haltom City city,66.5,4.2,0.9,8.1,38.9,43625.0
TX,Texas,Hamilton city,94.5,0.7,0.7,0.5,8.9,2985.0
TX,Texas,Hamlin city,78.0,8.0,1.0,0.6,28.6,1627.0
TX,Texas,Happy town,88.1,0.3,1.8,0.0,22.0,754.0
TX,Texas,Hardin city,92.4,1.0,0.7,0.1,9.3,854.0
TX,Texas,Hargill CDP,78.9,0.9,0.0,0.0,91.8,380.0
TX,Texas,Harker Heights city,62.9,20.0,1.0,3.9,18.4,28199.0
TX,Texas,Harlingen city,87.3,1.0,0.5,1.3,79.5,65801.0
TX,Texas,Harper CDP,91.8,0.3,1.1,0.1,11.4,1035.0
TX,Texas,Hart city,61.6,3.1,0.4,0.4,74.9,1216.0
TX,Texas,Hartley CDP,85.9,0.0,0.7,0.0,38.9,637.0
TX,Texas,Haskell city,80.4,4.9,0.8,0.8,26.8,3284.0
TX,Texas,Haslet city,90.4,2.4,0.6,1.6,8.5,1565.0
TX,Texas,Havana CDP,92.4,0.2,0.2,0.2,99.3,516.0
TX,Texas,Hawk Cove city,95.7,0.2,1.2,0.4,5.2,396.0
TX,Texas,Hawkins city,79.8,14.2,0.6,0.2,4.9,1441.0
TX,Texas,Hawley city,94.5,0.2,0.2,0.0,6.2,612.0
TX,Texas,Hays city,94.5,1.4,0.5,0.5,14.7,333.0
TX,Texas,H. Cuellar Estates CDP,100.0,0.0,0.0,0.0,85.0,27.0
TX,Texas,Hearne city,36.7,44.1,0.6,0.2,35.4,4439.0
TX,Texas,Heath city,93.1,1.8,0.4,1.8,6.2,7793.0
TX,Texas,Hebbronville CDP,88.5,0.5,0.4,0.3,92.8,4583.0
TX,Texas,Hebron town,74.0,5.8,0.2,12.8,14.9,475.0
TX,Texas,Hedley city,92.7,0.3,0.0,0.0,10.6,392.0
TX,Texas,Hedwig Village city,75.9,1.3,0.2,15.5,11.0,2653.0
TX,Texas,Heidelberg CDP,67.9,0.5,0.5,0.1,96.8,1806.0
TX,Texas,Helotes city,86.8,2.7,0.4,4.0,31.8,8125.0
TX,Texas,Hemphill city,82.6,10.9,0.4,0.7,7.2,1441.0
TX,Texas,Hempstead city,36.8,38.9,1.4,0.6,37.4,6432.0
TX,Texas,Henderson city,64.5,23.9,0.4,0.7,18.0,13695.0
TX,Texas,Henrietta city,94.8,0.6,1.3,0.4,4.3,3047.0
TX,Texas,Hereford city,77.1,1.4,1.0,0.3,71.7,15257.0
TX,Texas,Hermleigh CDP,88.1,1.4,0.9,0.3,31.0,384.0
TX,Texas,Hewitt city,80.7,8.5,0.4,3.2,14.3,14022.0
TX,Texas,Hickory Creek town,90.3,2.7,0.8,2.6,8.9,3774.0
TX,Texas,Hico city,88.3,0.6,0.7,0.0,16.5,1408.0
TX,Texas,Hidalgo city,94.0,0.2,0.1,0.0,98.4,13287.0
TX,Texas,Hideaway city,97.6,0.1,0.3,0.4,2.5,3026.0
TX,Texas,Higgins city,93.7,0.0,1.5,0.0,6.5,466.0
TX,Texas,Highland Haven city,97.0,0.2,0.5,0.5,3.0,451.0
TX,Texas,Highland Park town,94.4,0.5,0.3,2.8,4.0,8916.0
TX,Texas,Highlands CDP,84.2,3.1,0.9,0.4,24.8,7515.0
TX,Texas,Highland Village city,90.7,2.6,0.4,3.1,6.3,15793.0
TX,Texas,Hill Country Village city,90.7,0.5,0.8,2.3,19.2,793.0
TX,Texas,Hillcrest village,95.9,0.3,0.1,0.7,12.3,762.0
TX,Texas,Hillsboro city,65.7,14.5,0.5,0.5,39.1,8360.0
TX,Texas,Hillside Acres CDP,100.0,0.0,0.0,0.0,100.0,0.0
TX,Texas,Hilltop CDP (Frio County),78.4,0.3,0.7,0.0,91.3,226.0
TX,Texas,Hilltop CDP (Starr County),100.0,0.0,0.0,0.0,100.0,29.0
TX,Texas,Hilltop Lakes CDP,97.1,0.7,0.3,0.5,1.3,985.0
TX,Texas,Hilshire Village city,89.7,0.3,0.3,5.6,6.6,727.0
TX,Texas,Hitchcock city,58.8,30.8,0.5,0.3,20.3,7325.0
TX,Texas,Holiday Beach CDP,92.8,0.0,0.0,0.4,15.0,453.0
TX,Texas,Holiday Lakes town,76.8,1.7,0.4,0.1,59.3,948.0
TX,Texas,Holland town,77.0,3.7,0.1,0.4,27.3,1038.0
TX,Texas,Holliday city,96.8,0.6,1.0,0.3,4.2,1614.0
TX,Texas,Holly Lake Ranch CDP,97.0,0.7,0.5,0.4,2.5,2926.0
TX,Texas,Hollywood Park town,95.8,0.5,0.6,0.8,15.4,3218.0
TX,Texas,Homestead Meadows North CDP,89.9,0.5,0.7,0.2,89.5,4564.0
TX,Texas,Homestead Meadows South CDP,89.2,0.2,0.2,0.2,97.7,5811.0
TX,Texas,Hondo city,81.0,7.9,0.6,1.5,63.5,8987.0
TX,Texas,Honey Grove city,77.4,14.9,0.8,0.2,11.6,1975.0
TX,Texas,Hooks city,81.6,11.3,0.7,0.5,6.5,2757.0
TX,Texas,Horizon City city,81.3,2.3,0.6,0.5,85.9,18981.0
TX,Texas,Hornsby Bend CDP,49.0,27.2,1.8,0.8,60.2,7441.0
TX,Texas,Horseshoe Bay city,93.9,0.5,0.3,0.8,9.0,3557.0
TX,Texas,Horseshoe Bend CDP,93.2,0.5,1.1,0.4,9.4,662.0
TX,Texas,Houston city,50.5,23.7,0.7,6.0,43.8,2217706.0
TX,Texas,Howardwick city,96.5,0.5,1.0,0.0,3.5,440.0
TX,Texas,Howe town,89.3,1.6,1.1,0.7,12.8,2635.0
TX,Texas,Hubbard city,78.9,16.5,0.2,0.4,6.6,1640.0
TX,Texas,Hudson city,77.8,5.4,1.1,1.2,23.3,4775.0
TX,Texas,Hudson Bend CDP,87.4,0.7,0.4,3.0,13.7,2823.0
TX,Texas,Hudson Oaks city,93.0,1.0,0.7,0.8,7.6,2123.0
TX,Texas,Hughes Springs city,75.4,20.1,0.3,0.1,4.6,1902.0
TX,Texas,Hull CDP,97.0,0.4,0.3,0.0,2.7,529.0
TX,Texas,Humble city,54.0,21.6,0.8,2.7,41.2,15516.0
TX,Texas,Hungerford CDP,51.6,38.6,0.0,0.3,22.2,64.0
TX,Texas,Hunters Creek Village city,90.6,1.1,0.2,6.0,4.5,4620.0
TX,Texas,Huntington city,90.1,5.9,0.3,0.1,4.4,2268.0
TX,Texas,Huntsville city,62.7,25.4,0.4,1.4,18.7,40129.0
TX,Texas,Hurst city,80.9,5.6,0.7,2.3,20.1,38458.0
TX,Texas,Hutchins city,44.5,39.4,0.8,0.3,35.3,5669.0
TX,Texas,Hutto city,71.9,14.3,0.8,1.4,30.8,20052.0
TX,Texas,Huxley city,91.2,5.2,0.0,0.0,4.4,377.0
TX,Texas,Iago CDP,77.0,9.9,0.0,0.0,39.1,76.0
TX,Texas,Idalou city,86.8,1.4,0.1,0.0,46.4,2373.0
TX,Texas,Iglesia Antigua CDP,16.7,0.2,0.0,0.0,94.4,421.0
TX,Texas,Impact town,42.9,0.0,0.0,0.0,71.4,11.0
TX,Texas,Imperial CDP,91.4,0.0,0.0,0.0,49.3,345.0
TX,Texas,Indian Hills CDP,90.8,0.4,0.2,0.1,96.6,2876.0
TX,Texas,Indian Lake town,83.6,0.5,0.0,0.6,64.4,913.0
TX,Texas,Indian Springs CDP,94.3,0.3,3.8,0.9,4.7,807.0
TX,Texas,Indio CDP,100.0,0.0,0.0,0.0,98.0,0.0
TX,Texas,Industry city,67.4,20.7,0.0,0.0,20.1,231.0
TX,Texas,Inez CDP,93.8,1.5,0.5,0.2,13.3,2148.0
TX,Texas,Ingleside city,83.7,1.9,0.6,2.1,40.8,9554.0
TX,Texas,Ingleside on the Bay city,91.9,1.6,0.8,0.3,17.2,565.0
TX,Texas,Ingram city,86.7,1.1,1.4,0.9,25.2,2044.0
TX,Texas,Iola city,89.3,1.0,0.5,0.0,15.0,486.0
TX,Texas,Iowa Colony village,65.0,5.6,2.2,5.9,39.5,1232.0
TX,Texas,Iowa Park city,94.9,0.4,1.2,0.5,5.8,6386.0
TX,Texas,Iraan city,79.7,1.9,1.2,0.2,53.2,1208.0
TX,Texas,Iredell city,91.2,0.3,2.7,0.0,13.0,377.0
TX,Texas,Irving city,53.1,12.3,0.9,14.0,41.1,228776.0
TX,Texas,Italy town,69.7,18.0,0.6,0.2,21.3,1864.0
TX,Texas,Itasca city,66.6,15.5,0.4,0.1,32.2,1660.0
TX,Texas,Ivanhoe city,91.1,3.6,1.4,0.8,2.5,1184.0
TX,Texas,Ivanhoe North city,93.9,2.2,0.7,0.2,8.6,
TX,Texas,Jacinto City city,64.3,3.5,1.1,0.2,83.9,10751.0
TX,Texas,Jacksboro city,80.0,7.2,0.8,0.5,19.9,4461.0
TX,Texas,Jacksonville city,52.8,22.4,0.8,0.9,34.3,14743.0
TX,Texas,Jamaica Beach city,93.9,1.7,0.2,1.1,7.3,1008.0
TX,Texas,Jardin de San Julian CDP,100.0,0.0,0.0,0.0,100.0,27.0
TX,Texas,Jarrell city,85.8,1.5,0.4,0.2,37.4,927.0
TX,Texas,Jasper city,45.8,44.4,0.4,1.5,10.8,7684.0
TX,Texas,Jayton city,94.2,0.2,1.1,0.0,16.9,614.0
TX,Texas,Jefferson city,59.7,36.0,0.3,0.7,3.1,2305.0
TX,Texas,Jersey Village city,76.3,8.3,0.4,8.7,14.6,7849.0
TX,Texas,Jewett city,73.1,7.0,0.4,1.3,44.0,1318.0
TX,Texas,JF Villarreal CDP,100.0,0.0,0.0,0.0,98.1,
TX,Texas,Joaquin city,76.7,15.4,1.0,0.0,10.6,913.0
TX,Texas,Johnson City city,86.4,0.8,1.0,0.2,24.1,1738.0
TX,Texas,Jolly city,98.3,0.0,0.0,0.6,0.0,162.0
TX,Texas,Jollyville CDP,76.6,6.2,0.6,8.7,17.1,
TX,Texas,Jones Creek village,86.9,1.8,0.5,0.3,26.6,2506.0
TX,Texas,Jonestown city,90.0,0.8,0.6,1.6,13.0,1945.0
TX,Texas,Josephine city,88.2,1.0,0.2,0.7,18.1,809.0
TX,Texas,Joshua city,92.4,1.0,0.5,0.4,13.1,5966.0
TX,Texas,Jourdanton city,87.1,0.5,0.7,0.3,54.8,4120.0
TX,Texas,Juarez CDP,89.4,0.0,0.3,0.2,96.9,294.0
TX,Texas,Junction city,89.4,0.2,0.9,0.2,33.1,2643.0
TX,Texas,Justin city,92.1,1.5,0.5,1.0,10.1,3351.0
TX,Texas,Karnes City city,70.9,3.8,0.6,0.0,65.3,3216.0
TX,Texas,Katy city,80.1,5.3,0.6,1.5,29.0,15796.0
TX,Texas,Kaufman city,71.4,9.8,0.9,0.9,32.6,6947.0
TX,Texas,K-Bar Ranch CDP,77.9,0.0,0.6,0.8,71.5,701.0
TX,Texas,Keene city,71.2,6.1,0.9,2.5,30.3,6091.0
TX,Texas,Keller city,89.6,2.4,0.5,3.8,7.4,43107.0
TX,Texas,Kemah city,83.9,4.4,0.3,6.1,17.7,2125.0
TX,Texas,Kemp city,86.0,8.3,0.4,0.3,8.1,1522.0
TX,Texas,Kempner city,81.5,5.3,1.5,1.9,14.0,1326.0
TX,Texas,Kendleton city,10.0,83.2,0.0,0.0,12.1,296.0
TX,Texas,Kenedy city,79.3,2.3,0.8,0.5,68.6,3410.0
TX,Texas,Kenefick town,97.2,0.0,0.0,0.4,4.4,485.0
TX,Texas,Kennard city,72.7,24.9,0.6,0.0,5.9,348.0
TX,Texas,Kennedale city,81.7,7.2,0.7,3.5,13.4,7273.0
TX,Texas,Kerens city,69.1,21.5,1.2,0.3,11.8,1651.0
TX,Texas,Kermit city,70.8,2.5,1.1,0.3,58.6,6057.0
TX,Texas,Kerrville city,86.3,3.1,0.6,0.9,27.4,22687.0
TX,Texas,Kilgore city,71.5,13.5,0.7,1.1,19.8,14442.0
TX,Texas,Killeen city,45.1,34.1,0.8,4.0,22.9,136378.0
TX,Texas,Kingsbury CDP,89.0,1.3,0.4,1.0,18.2,799.0
TX,Texas,Kingsland CDP,92.9,1.0,0.5,0.3,10.1,6756.0
TX,Texas,Kingsville city,78.4,4.4,0.7,2.7,71.4,26285.0
TX,Texas,Kirby city,63.1,14.6,1.1,1.6,52.6,8332.0
TX,Texas,Kirbyville city,73.1,19.5,1.0,0.7,7.7,2409.0
TX,Texas,Kirvin town,94.6,5.4,0.0,0.0,0.0,117.0
TX,Texas,Knippa CDP,80.0,0.1,0.7,0.0,61.0,788.0
TX,Texas,Knollwood city,87.2,4.4,1.3,0.4,6.2,394.0
TX,Texas,Knox City town,73.5,6.7,0.4,0.2,30.4,1179.0
TX,Texas,Kosse town,83.8,10.8,0.4,0.4,8.8,378.0
TX,Texas,Kountze city,72.4,23.1,0.2,0.8,5.0,2037.0
TX,Texas,Kress city,68.5,4.6,1.0,0.1,61.7,623.0
TX,Texas,Krugerville city,95.3,0.5,1.1,0.5,8.7,1555.0
TX,Texas,Krum city,91.2,1.7,0.6,1.0,12.9,4625.0
TX,Texas,Kurten town,87.2,2.3,1.0,0.0,17.8,341.0
TX,Texas,Kyle city,74.5,5.6,0.8,1.1,46.3,32078.0
TX,Texas,La Blanca CDP,70.1,0.1,0.8,0.0,95.4,2421.0
TX,Texas,La Carla CDP,100.0,0.0,0.0,0.0,100.0,179.0
TX,Texas,La Casita CDP,99.2,0.0,0.0,0.0,100.0,0.0
TX,Texas,La Chuparosa CDP,100.0,0.0,0.0,0.0,100.0,0.0
TX,Texas,Lackland AFB CDP,71.4,16.0,0.5,1.8,7.8,7714.0
TX,Texas,La Coma CDP,100.0,0.0,0.0,0.0,97.9,25.0
TX,Texas,LaCoste city,85.6,0.2,0.6,0.1,60.4,1299.0
TX,Texas,Lacy-Lakeview city,63.8,20.6,0.7,0.9,23.8,6561.0
TX,Texas,Ladonia town,61.3,36.3,0.2,0.5,3.3,537.0
TX,Texas,La Escondida CDP,100.0,0.0,0.0,0.0,100.0,23.0
TX,Texas,La Esperanza CDP,77.7,0.0,2.2,0.0,96.9,30.0
TX,Texas,La Feria city,89.8,0.3,0.3,0.3,85.0,7325.0
TX,Texas,La Feria North CDP,91.5,0.0,0.0,0.0,70.8,86.0
TX,Texas,Lago CDP,95.1,0.0,1.5,0.0,100.0,126.0
TX,Texas,Lago Vista city,92.3,1.2,0.6,0.6,11.8,6443.0
TX,Texas,Lago Vista city,92.3,1.2,0.6,0.6,11.8,134.0
TX,Texas,Lago Vista CDP,95.7,0.0,0.0,0.0,98.3,6443.0
TX,Texas,Lago Vista CDP,95.7,0.0,0.0,0.0,98.3,134.0
TX,Texas,La Grange city,73.5,9.5,1.2,0.5,31.1,4666.0
TX,Texas,La Grulla city,96.6,0.2,0.1,0.1,98.1,1319.0
TX,Texas,Laguna Heights CDP,84.6,0.7,0.5,0.1,86.2,3240.0
TX,Texas,Laguna Park CDP,96.2,0.5,1.0,0.0,3.8,1446.0
TX,Texas,Laguna Seca CDP,91.0,0.0,0.0,0.0,98.9,383.0
TX,Texas,Laguna Vista town,90.6,0.4,0.4,0.6,44.2,3211.0
TX,Texas,La Homa CDP,98.7,0.1,0.0,0.1,97.1,13406.0
TX,Texas,La Joya city,98.7,0.1,0.3,0.1,97.6,4183.0
TX,Texas,Lake Bridgeport city,96.5,0.9,0.3,0.3,5.0,422.0
TX,Texas,Lake Brownwood CDP,94.6,0.7,0.1,0.0,12.7,1264.0
TX,Texas,Lake Bryan CDP,74.0,6.4,0.2,0.1,47.5,2262.0
TX,Texas,Lake Cherokee CDP,84.8,7.9,0.7,0.3,7.9,2665.0
TX,Texas,Lake City town,92.5,0.2,0.6,0.0,36.0,442.0
TX,Texas,Lake Colorado City CDP,96.4,0.2,0.5,0.0,4.4,518.0
TX,Texas,Lake Dallas city,83.1,4.9,1.1,1.7,20.5,7465.0
TX,Texas,Lake Dunlap CDP,87.3,2.1,1.1,0.1,34.2,2688.0
TX,Texas,Lakehills CDP,93.6,0.7,0.5,0.3,17.6,4900.0
TX,Texas,Lake Jackson city,84.4,5.1,0.5,3.1,20.5,27352.0
TX,Texas,Lake Kiowa CDP,97.2,0.3,1.3,0.4,2.4,2522.0
TX,Texas,Lake Medina Shores CDP,88.9,0.4,1.8,0.2,22.3,896.0
TX,Texas,Lake Meredith Estates CDP,92.9,0.2,0.5,0.2,8.7,146.0
TX,Texas,Lakeport city,37.1,53.2,0.4,1.0,13.9,1097.0
TX,Texas,Lakeshore Gardens-Hidden Acres CDP,93.1,0.0,0.4,0.4,44.6,845.0
TX,Texas,Lakeside town (San Patricio County),95.8,0.3,0.0,0.0,44.2,294.0
TX,Texas,Lakeside town (Tarrant County),91.4,1.8,0.6,0.9,8.0,1592.0
TX,Texas,Lakeside City town,96.6,0.8,0.3,0.5,3.6,1036.0
TX,Texas,Lake Tanglewood village,98.4,0.1,0.1,0.4,2.5,694.0
TX,Texas,Lakeview town,73.8,2.8,0.0,0.0,43.9,89.0
TX,Texas,Lake View CDP,87.9,0.0,1.0,0.0,38.7,127.0
TX,Texas,Lakeway city,92.4,1.0,0.3,3.2,7.3,13212.0
TX,Texas,Lakewood Village city,89.9,0.7,0.6,3.3,10.3,584.0
TX,Texas,Lake Worth city,84.1,1.5,1.7,0.7,26.0,4718.0
TX,Texas,La Loma de Falcon CDP,100.0,0.0,0.0,0.0,95.8,115.0
TX,Texas,Lamar CDP,93.4,0.2,0.6,1.6,11.0,1040.0
TX,Texas,La Marque city,52.5,36.7,0.8,0.7,22.5,15230.0
TX,Texas,Lamesa city,80.6,4.6,0.7,0.4,58.7,9343.0
TX,Texas,La Minita CDP,94.7,0.0,0.0,0.0,98.8,127.0
TX,Texas,Lampasas city,84.7,1.5,0.7,0.7,24.6,7096.0
TX,Texas,Lancaster city,20.4,68.7,0.4,0.3,17.0,38152.0
TX,Texas,Lantana CDP,85.3,4.5,0.3,4.9,9.5,8585.0
TX,Texas,La Paloma CDP,83.2,0.4,0.2,0.3,98.2,2704.0
TX,Texas,La Paloma Addition CDP,77.9,0.3,1.5,0.0,94.5,101.0
TX,Texas,La Paloma-Lost Creek CDP,83.3,0.0,1.0,0.2,73.8,637.0
TX,Texas,La Paloma Ranchettes CDP,100.0,0.0,0.0,0.0,100.0,497.0
TX,Texas,La Porte city,80.1,6.2,0.6,1.2,29.4,34746.0
TX,Texas,La Presa CDP,100.0,0.0,0.0,0.0,99.4,330.0
TX,Texas,La Pryor CDP,85.8,1.3,0.6,0.0,90.5,1568.0
TX,Texas,La Puerta CDP,98.4,0.0,1.1,0.0,98.7,391.0
TX,Texas,Laredo city,87.7,0.5,0.4,0.6,95.6,248855.0
TX,Texas,Laredo Ranchettes CDP,100.0,0.0,0.0,0.0,100.0,58.0
TX,Texas,Laredo Ranchettes West CDP,,,,,,0.0
TX,Texas,La Rosita CDP,97.6,0.0,0.0,0.0,98.8,106.0
TX,Texas,Lasana CDP,90.5,0.0,0.0,0.0,82.1,67.0
TX,Texas,Lasara CDP,80.8,0.7,0.2,0.0,95.0,994.0
TX,Texas,Las Haciendas CDP,100.0,0.0,0.0,0.0,100.0,0.0
TX,Texas,Las Lomas CDP,99.0,0.2,0.0,0.1,89.6,3743.0
TX,Texas,Las Lomitas CDP,77.9,0.0,0.0,0.0,95.1,312.0
TX,Texas,Las Palmas CDP,89.6,0.0,0.0,1.5,67.2,17.0
TX,Texas,Las Palmas II CDP,89.6,0.2,1.3,0.2,95.0,1765.0
TX,Texas,Las Pilas CDP,89.3,0.0,0.0,0.0,100.0,0.0
