State,State_Full,City,percent_completed_hs,Population
NM,New Mexico,Hachita CDP,77.2,57.0
NM,New Mexico,Hagerman town,73.6,1112.0
NM,New Mexico,Hanover CDP,100.0,190.0
NM,New Mexico,Happy Valley CDP,66.7,850.0
NM,New Mexico,Hatch village,48.9,1757.0
NM,New Mexico,Hernandez CDP,55.2,937.0
NM,New Mexico,Highland Meadows CDP,79.3,688.0
NM,New Mexico,High Rolls CDP,96.7,558.0
NM,New Mexico,Hillsboro CDP,73.6,110.0
NM,New Mexico,Hobbs city,72.7,36191.0
NM,New Mexico,Holloman AFB CDP,99.2,4112.0
NM,New Mexico,Homestead CDP,100.0,52.0
NM,New Mexico,Hope village,57.7,98.0
NM,New Mexico,Hot Springs Landing CDP,67.3,150.0
NM,New Mexico,House village,84.2,38.0
NM,New Mexico,Hurley town,87.7,1275.0
NM,New Mexico,Indian Hills CDP,87.9,1374.0
NM,New Mexico,Isleta Village Proper CDP,75.3,509.0
NM,New Mexico,Jacona CDP,89.3,449.0
NM,New Mexico,Jaconita CDP,91.3,476.0
NM,New Mexico,Jal city,72.6,2161.0
NM,New Mexico,Jarales CDP,79.7,2000.0
NM,New Mexico,Jemez Pueblo CDP,89.6,1969.0
NM,New Mexico,Jemez Springs village,98.5,272.0
NM,New Mexico,Keeler Farm CDP,74.4,1823.0
NM,New Mexico,Kingston CDP,0.0,9.0
NM,New Mexico,Kirtland CDP,89.1,6068.0
NM,New Mexico,La Cienega CDP,86.5,2884.0
NM,New Mexico,La Cueva CDP,100.0,113.0
NM,New Mexico,Laguna CDP,88.3,1510.0
NM,New Mexico,La Hacienda CDP,61.3,671.0
NM,New Mexico,La Huerta CDP,98.2,1116.0
NM,New Mexico,La Jara CDP,90.2,197.0
NM,New Mexico,La Joya CDP,0.0,0.0
NM,New Mexico,Lake Arthur town,63.3,436.0
NM,New Mexico,Lake Roberts CDP,0.0,0.0
NM,New Mexico,Lake Roberts Heights CDP,100.0,25.0
NM,New Mexico,Lake Sumner CDP,87.2,166.0
NM,New Mexico,Lake Valley CDP,51.6,55.0
NM,New Mexico,La Luz CDP,81.5,1837.0
NM,New Mexico,La Madera CDP,100.0,123.0
NM,New Mexico,La Mesa CDP,81.5,887.0
NM,New Mexico,La Mesilla CDP,91.7,2134.0
NM,New Mexico,Lamy CDP,98.3,174.0
NM,New Mexico,La Plata CDP,97.1,751.0
NM,New Mexico,La Puebla CDP,75.1,1000.0
NM,New Mexico,Las Cruces city,85.5,101164.0
NM,New Mexico,Las Maravillas CDP,93.7,1994.0
NM,New Mexico,Las Nutrias CDP,94.8,335.0
NM,New Mexico,Las Palomas CDP,89.1,444.0
NM,New Mexico,Las Vegas city,76.4,13713.0
NM,New Mexico,La Union CDP,68.7,1561.0
NM,New Mexico,La Villita CDP,79.1,1153.0
NM,New Mexico,Lee Acres CDP,72.3,6480.0
NM,New Mexico,Lemitar CDP,74.5,331.0
NM,New Mexico,Livingston Wheeler CDP,68.9,645.0
NM,New Mexico,Llano del Medio CDP,51.0,49.0
NM,New Mexico,Loco Hills CDP,0.0,34.0
NM,New Mexico,Logan village,90.3,1012.0
NM,New Mexico,Lordsburg city,71.2,2740.0
NM,New Mexico,Los Alamos CDP,97.2,11815.0
NM,New Mexico,Los Cerrillos CDP,83.0,421.0
NM,New Mexico,Los Chaves CDP,85.3,5067.0
NM,New Mexico,Los Luceros CDP,100.0,523.0
NM,New Mexico,Los Lunas village,87.7,15281.0
NM,New Mexico,Los Ojos CDP,91.2,114.0
NM,New Mexico,Los Ranchos de Albuquerque village,94.3,6067.0
NM,New Mexico,Loving village,69.5,1451.0
NM,New Mexico,Lovington city,64.5,11499.0
NM,New Mexico,Lower Frisco CDP,0.0,0.0
NM,New Mexico,Luis Lopez CDP,100.0,246.0
NM,New Mexico,Lumberton CDP,86.4,114.0
NM,New Mexico,Luna CDP,100.0,130.0
NM,New Mexico,Lyden CDP,100.0,386.0
NM,New Mexico,McCartys Village CDP,68.6,88.0
NM,New Mexico,McIntosh CDP,88.1,809.0
NM,New Mexico,Madrid CDP,100.0,178.0
NM,New Mexico,Madrone CDP,55.3,577.0
NM,New Mexico,Magdalena village,85.8,603.0
NM,New Mexico,Malaga CDP,54.5,66.0
NM,New Mexico,Manzano CDP,100.0,13.0
NM,New Mexico,Manzano Springs CDP,97.5,149.0
NM,New Mexico,Maxwell village,75.7,137.0
NM,New Mexico,Mayhill CDP,100.0,234.0
NM,New Mexico,Meadow Lake CDP,66.8,4813.0
NM,New Mexico,Melrose village,91.3,634.0
NM,New Mexico,Mescalero CDP,79.4,1520.0
NM,New Mexico,Mesilla town,90.9,2403.0
NM,New Mexico,Mesita CDP,93.4,627.0
NM,New Mexico,Mesquite CDP,64.6,563.0
NM,New Mexico,Middle Frisco CDP,93.5,165.0
NM,New Mexico,Midway CDP,64.9,1065.0
NM,New Mexico,Milan village,65.7,3257.0
NM,New Mexico,Mimbres CDP,98.7,737.0
NM,New Mexico,Monterey Park CDP,33.4,1697.0
NM,New Mexico,Monument CDP,70.4,159.0
NM,New Mexico,Moquino CDP,0.0,0.0
NM,New Mexico,Mora CDP,94.1,751.0
NM,New Mexico,Moriarty city,82.0,2227.0
NM,New Mexico,Morningside CDP,38.0,970.0
NM,New Mexico,Mosquero village,83.3,52.0
NM,New Mexico,Mountainair town,79.4,1137.0
NM,New Mexico,Mountain View CDP,55.7,88.0
NM,New Mexico,Nadine CDP,84.5,381.0
NM,New Mexico,Nageezi CDP,59.6,284.0
NM,New Mexico,Nakaibito CDP,75.5,473.0
NM,New Mexico,Nambe CDP,88.2,1906.0
NM,New Mexico,Napi Headquarters CDP,69.1,688.0
NM,New Mexico,Nara Visa CDP,100.0,52.0
NM,New Mexico,Naschitti CDP,86.3,229.0
NM,New Mexico,Navajo CDP,73.9,1918.0
NM,New Mexico,Navajo Dam CDP,87.5,91.0
NM,New Mexico,Nenahnezad CDP,85.7,812.0
NM,New Mexico,Newcomb CDP,85.6,265.0
NM,New Mexico,Newkirk CDP,0.0,0.0
NM,New Mexico,Nogal CDP,100.0,112.0
NM,New Mexico,North Acomita Village CDP,76.5,250.0
NM,New Mexico,North Hobbs CDP,83.2,6034.0
NM,New Mexico,North Hurley CDP,95.1,290.0
NM,New Mexico,North Light Plant CDP,70.1,426.0
NM,New Mexico,North San Ysidro CDP,69.7,121.0
NM,New Mexico,North Valley CDP,86.6,11221.0
NM,New Mexico,Oasis CDP,68.1,113.0
NM,New Mexico,Ohkay Owingeh CDP,88.1,1531.0
NM,New Mexico,Ojo Amarillo CDP,85.5,659.0
NM,New Mexico,Organ CDP,84.5,189.0
NM,New Mexico,Orogrande CDP,50.0,109.0
NM,New Mexico,Paguate CDP,94.1,328.0
NM,New Mexico,Pajarito Mesa CDP,80.5,329.0
NM,New Mexico,Paradise Hills CDP,94.3,4733.0
NM,New Mexico,Paraje CDP,88.5,817.0
NM,New Mexico,Pastura CDP,100.0,8.0
NM,New Mexico,Peak Place CDP,58.0,347.0
NM,New Mexico,Pecan Park CDP,100.0,33.0
NM,New Mexico,Pecos village,80.9,1409.0
NM,New Mexico,Pe_a Blanca CDP,75.4,
NM,New Mexico,Pe_asco CDP,81.3,
NM,New Mexico,Peralta town,82.4,3625.0
NM,New Mexico,Picuris Pueblo CDP,69.6,49.0
NM,New Mexico,Pie Town CDP,100.0,123.0
NM,New Mexico,Pinehill CDP,75.7,81.0
NM,New Mexico,Pinon CDP,0.0,26.0
NM,New Mexico,Pinos Altos CDP,100.0,226.0
NM,New Mexico,Placitas CDP (Do_a Ana County),15.3,
NM,New Mexico,Placitas CDP (Sandoval County),98.2,4917.0
NM,New Mexico,Playas CDP,100.0,157.0
NM,New Mexico,Pleasanton CDP,87.5,119.0
NM,New Mexico,Pojoaque CDP,84.7,2202.0
NM,New Mexico,Polvadera CDP,87.6,783.0
NM,New Mexico,Ponderosa CDP,82.1,498.0
NM,New Mexico,Ponderosa Pine CDP,97.4,1225.0
NM,New Mexico,Portales city,82.9,12416.0
NM,New Mexico,Pueblito CDP,84.0,112.0
NM,New Mexico,Pueblitos CDP,79.8,708.0
NM,New Mexico,Pueblo CDP,100.0,16.0
NM,New Mexico,Pueblo of Sandia Village CDP,95.4,362.0
NM,New Mexico,Pueblo Pintado CDP,84.5,407.0
NM,New Mexico,Puerto de Luna CDP,81.8,174.0
NM,New Mexico,Pulpotio Bareas CDP,100.0,151.0
NM,New Mexico,Quemado CDP,100.0,72.0
NM,New Mexico,Questa village,82.6,1748.0
NM,New Mexico,Radium Springs CDP,77.7,1400.0
NM,New Mexico,Ramah CDP,78.2,278.0
NM,New Mexico,Rancho Grande CDP,100.0,157.0
NM,New Mexico,Ranchos de Taos CDP,74.6,2435.0
NM,New Mexico,Raton city,84.5,6493.0
NM,New Mexico,Red River town,99.2,328.0
NM,New Mexico,Regina CDP,100.0,4.0
NM,New Mexico,Reserve village,80.9,613.0
NM,New Mexico,Ribera CDP,83.7,763.0
NM,New Mexico,Rincon CDP,0.0,54.0
NM,New Mexico,Rio Communities CDP,92.1,5189.0
NM,New Mexico,Rio en Medio CDP,72.2,196.0
NM,New Mexico,Rio Lucio CDP,85.6,392.0
NM,New Mexico,Rio Rancho city,93.0,91807.0
NM,New Mexico,Rivers CDP,0.0,0.0
NM,New Mexico,Rock Springs CDP,88.1,314.0
NM,New Mexico,Rodeo CDP,87.2,95.0
NM,New Mexico,Rodey CDP,26.4,198.0
NM,New Mexico,Rosedale CDP,94.8,267.0
NM,New Mexico,Roswell city,80.3,48553.0
NM,New Mexico,Rowe CDP,96.3,361.0
NM,New Mexico,Roy village,82.1,222.0
NM,New Mexico,Ruidoso village,92.4,7884.0
NM,New Mexico,Ruidoso Downs city,68.1,2674.0
NM,New Mexico,Sacramento CDP,61.5,92.0
NM,New Mexico,Salem CDP,17.1,975.0
NM,New Mexico,San Acacia CDP,81.3,87.0
NM,New Mexico,San Antonio CDP,100.0,32.0
NM,New Mexico,San Antonito CDP (Bernalillo County),98.7,952.0
NM,New Mexico,San Antonito CDP (Socorro County),100.0,123.0
NM,New Mexico,San Cristobal CDP,72.9,288.0
NM,New Mexico,Sandia Heights CDP,99.3,3377.0
NM,New Mexico,Sandia Knolls CDP,99.3,1486.0
NM,New Mexico,Sandia Park CDP,100.0,105.0
NM,New Mexico,San Felipe Pueblo CDP,72.8,3167.0
NM,New Mexico,San Fidel CDP,8.3,133.0
NM,New Mexico,San Ildefonso Pueblo CDP,87.1,699.0
NM,New Mexico,San Jon village,69.6,153.0
NM,New Mexico,San Jose CDP (Rio Arriba County),73.8,677.0
NM,New Mexico,San Jose CDP (San Miguel County),68.8,161.0
NM,New Mexico,San Lorenzo CDP,100.0,51.0
NM,New Mexico,San Luis CDP,27.6,29.0
NM,New Mexico,San Mateo CDP,100.0,316.0
NM,New Mexico,San Miguel CDP,66.1,1213.0
NM,New Mexico,Sanostee CDP,67.7,387.0
NM,New Mexico,San Pablo CDP,76.2,1042.0
NM,New Mexico,San Pedro CDP,100.0,187.0
NM,New Mexico,San Rafael CDP,81.1,1055.0
NM,New Mexico,Santa Ana Pueblo CDP,93.6,645.0
NM,New Mexico,Santa Clara village,72.8,1560.0
NM,New Mexico,Santa Clara Pueblo CDP,89.1,1086.0
NM,New Mexico,Santa Cruz CDP,69.0,351.0
NM,New Mexico,Santa Fe city,85.7,83008.0
NM,New Mexico,Santa Rosa city,75.2,3040.0
NM,New Mexico,Santa Teresa CDP,80.8,4710.0
NM,New Mexico,Santo Domingo Pueblo CDP,71.3,2665.0
NM,New Mexico,San Ysidro CDP,59.5,177.0
NM,New Mexico,San Ysidro CDP,59.5,2432.0
NM,New Mexico,San Ysidro village,82.4,177.0
NM,New Mexico,San Ysidro village,82.4,2432.0
NM,New Mexico,Sausal CDP,82.0,1322.0
NM,New Mexico,Seama CDP,97.2,366.0
NM,New Mexico,Seboyeta CDP,100.0,108.0
NM,New Mexico,Sedillo CDP,98.9,851.0
NM,New Mexico,Sena CDP,64.8,157.0
NM,New Mexico,Sheep Springs CDP,82.9,215.0
NM,New Mexico,Shiprock CDP,85.0,8496.0
NM,New Mexico,Silver City town,81.9,10184.0
NM,New Mexico,Skyline-Ganipa CDP,88.2,1232.0
NM,New Mexico,Socorro city,72.1,8843.0
NM,New Mexico,Soham CDP,54.3,191.0
NM,New Mexico,Sombrillo CDP,96.6,398.0
NM,New Mexico,South Acomita Village CDP,90.2,116.0
NM,New Mexico,South Valley CDP,70.8,41660.0
NM,New Mexico,Spencerville CDP,77.9,1587.0
NM,New Mexico,Springer town,93.2,1051.0
NM,New Mexico,Sunland Park city,54.4,15142.0
NM,New Mexico,Sunshine CDP,100.0,307.0
NM,New Mexico,Tajique CDP,0.0,58.0
NM,New Mexico,Talpa CDP,94.6,1014.0
NM,New Mexico,Taos town,88.5,5711.0
NM,New Mexico,Taos Pueblo CDP,92.6,1098.0
NM,New Mexico,Taos Ski Valley village,98.8,115.0
NM,New Mexico,Tatum town,65.9,751.0
NM,New Mexico,Tecolote CDP,23.3,96.0
NM,New Mexico,Tecolotito CDP,15.5,123.0
NM,New Mexico,Tesuque CDP,94.4,961.0
NM,New Mexico,Tesuque Pueblo CDP,76.5,243.0
NM,New Mexico,Texico city,70.4,1355.0
NM,New Mexico,Thoreau CDP,74.6,1570.0
NM,New Mexico,Tierra Amarilla CDP,82.7,598.0
NM,New Mexico,Tijeras village,89.1,530.0
NM,New Mexico,Timberon CDP,89.6,357.0
NM,New Mexico,Tohatchi CDP,80.7,1004.0
NM,New Mexico,Tome CDP,91.3,1855.0
NM,New Mexico,Torreon CDP (Sandoval County),68.7,368.0
NM,New Mexico,Torreon CDP (Torrance County),100.0,184.0
NM,New Mexico,Trout Valley CDP,0.0,0.0
NM,New Mexico,Truchas CDP,94.4,388.0
NM,New Mexico,Truth or Consequences city,82.2,6266.0
NM,New Mexico,Tse Bonito CDP,95.8,207.0
NM,New Mexico,Tucumcari city,81.3,5157.0
NM,New Mexico,Tularosa village,81.7,2914.0
NM,New Mexico,Twin Forks CDP,100.0,101.0
NM,New Mexico,Twin Lakes CDP,78.1,908.0
NM,New Mexico,Tyrone CDP,90.0,545.0
NM,New Mexico,University Park CDP,100.0,3276.0
NM,New Mexico,Upper Fruitland CDP,77.8,1660.0
NM,New Mexico,Ute Park CDP,100.0,100.0
NM,New Mexico,Vadito CDP,80.6,300.0
NM,New Mexico,Vado CDP,51.3,2681.0
NM,New Mexico,Valencia CDP,80.5,2295.0
NM,New Mexico,Vaughn town,81.5,437.0
NM,New Mexico,Veguita CDP,100.0,108.0
NM,New Mexico,Velarde CDP,100.0,409.0
NM,New Mexico,Ventura CDP,72.4,183.0
NM,New Mexico,Villanueva CDP,70.5,133.0
NM,New Mexico,Virden village,91.4,172.0
NM,New Mexico,Wagon Mound village,68.5,649.0
NM,New Mexico,Waterflow CDP,86.6,1784.0
NM,New Mexico,Watrous CDP,0.0,0.0
NM,New Mexico,Weed CDP,67.4,46.0
NM,New Mexico,West Hammond CDP,86.3,2867.0
NM,New Mexico,White Rock CDP,98.2,5927.0
NM,New Mexico,White Sands CDP,99.6,1567.0
NM,New Mexico,Whites City CDP,100.0,164.0
NM,New Mexico,White Signal CDP,98.0,235.0
NM,New Mexico,Willard village,76.3,230.0
NM,New Mexico,Williamsburg village,91.7,512.0
NM,New Mexico,Windmill CDP,100.0,63.0
NM,New Mexico,Winston CDP,55.0,20.0
NM,New Mexico,Yah-ta-hey CDP,83.2,383.0
NM,New Mexico,Young Place CDP,100.0,108.0
NM,New Mexico,Youngsville CDP,51.7,87.0
NM,New Mexico,Zia Pueblo CDP,84.5,879.0
NM,New Mexico,Zuni Pueblo CDP,72.4,9494.0
NY,New York,Accord CDP,93.0,762.0
NY,New York,Adams village,91.4,1717.0
NY,New York,Adams Center CDP,88.7,1865.0
NY,New York,Addison village,92.6,1788.0
NY,New York,Afton village,85.3,1086.0
NY,New York,Airmont village,89.0,8808.0
NY,New York,Akron village,93.7,2860.0
NY,New York,Albany city,89.6,98468.0
NY,New York,Albertson CDP,93.1,5146.0
NY,New York,Albion village,75.2,5631.0
NY,New York,Alden village,96.2,2590.0
NY,New York,Alexander village,94.5,516.0
NY,New York,Alexandria Bay village,86.6,965.0
NY,New York,Alfred village,99.4,4314.0
NY,New York,Allegany village,98.1,1839.0
NY,New York,Almond village,95.8,480.0
NY,New York,Altamont village,97.5,1610.0
NY,New York,Altmar village,75.5,412.0
NY,New York,Altona CDP,69.8,789.0
NY,New York,Amagansett CDP,96.6,1211.0
NY,New York,Amenia CDP,91.2,1060.0
NY,New York,Ames village,77.8,165.0
NY,New York,Amityville village,92.2,9515.0
NY,New York,Amsterdam city,80.1,18157.0
NY,New York,Andes CDP,90.8,230.0
NY,New York,Andover village,94.3,829.0
NY,New York,Angelica village,93.4,831.0
NY,New York,Angola village,90.1,1858.0
NY,New York,Angola on the Lake CDP,90.3,1720.0
NY,New York,Antwerp village,87.0,511.0
NY,New York,Apalachin CDP,92.7,1508.0
NY,New York,Aquebogue CDP,96.6,1958.0
NY,New York,Arcade village,87.9,2214.0
NY,New York,Ardsley village,94.0,4542.0
NY,New York,Argyle village,92.4,379.0
NY,New York,Arkport village,93.0,760.0
NY,New York,Arlington CDP,89.7,3888.0
NY,New York,Armonk CDP,97.5,4541.0
NY,New York,Asharoken village,100.0,532.0
NY,New York,Athens village,84.6,1420.0
NY,New York,Atlantic Beach village,97.3,1511.0
NY,New York,Attica village,90.7,2643.0
NY,New York,Auburn city,84.4,27264.0
NY,New York,Aurora village,92.8,740.0
NY,New York,Au Sable Forks CDP,81.8,472.0
NY,New York,Averill Park CDP,97.8,1413.0
NY,New York,Avoca village,94.4,1033.0
NY,New York,Avon village,94.7,3343.0
NY,New York,Babylon village,95.8,12186.0
NY,New York,Bainbridge village,88.6,1237.0
NY,New York,Baiting Hollow CDP,94.3,1542.0
NY,New York,Baldwin CDP,89.5,24481.0
NY,New York,Baldwin Harbor CDP,95.3,7724.0
NY,New York,Baldwinsville village,92.0,7692.0
NY,New York,Ballston Spa village,96.2,5256.0
NY,New York,Balmville CDP,95.2,2741.0
NY,New York,Bardonia CDP,95.6,3551.0
NY,New York,Barker village,91.4,738.0
NY,New York,Barneveld village,97.7,221.0
NY,New York,Barnum Island CDP,80.9,2226.0
NY,New York,Batavia city,89.7,15188.0
NY,New York,Bath village,89.5,5720.0
NY,New York,Baxter Estates village,94.6,816.0
NY,New York,Bay Park CDP,97.0,1856.0
NY,New York,Bayport CDP,95.0,8305.0
NY,New York,Bay Shore CDP,83.1,29670.0
NY,New York,Bayville village,95.5,6724.0
NY,New York,Baywood CDP,86.7,7249.0
NY,New York,Beacon city,89.3,14375.0
NY,New York,Beaver Dam Lake CDP,100.0,1780.0
NY,New York,Bedford CDP,96.6,2044.0
NY,New York,Bedford Hills CDP,73.1,3271.0
NY,New York,Belfast CDP,87.9,907.0
NY,New York,Bellerose village,96.4,1132.0
NY,New York,Bellerose Terrace CDP,93.9,2004.0
NY,New York,Belle Terre village,99.2,783.0
NY,New York,Belleville CDP,83.6,474.0
NY,New York,Bellmore CDP,94.8,15871.0
NY,New York,Bellport village,97.4,2059.0
NY,New York,Belmont village,93.2,1010.0
NY,New York,Bemus Point village,93.6,192.0
NY,New York,Bergen village,96.6,1312.0
NY,New York,Bethpage CDP,92.9,16315.0
NY,New York,Big Flats CDP,96.7,5303.0
NY,New York,Billington Heights CDP,95.4,1653.0
NY,New York,Binghamton city,84.4,46495.0
NY,New York,Binghamton University CDP,100.0,6084.0
NY,New York,Black River village,95.1,1381.0
NY,New York,Blasdell village,92.0,2579.0
NY,New York,Blauvelt CDP,93.4,5394.0
NY,New York,Bliss CDP,92.2,613.0
NY,New York,Blodgett Mills CDP,82.0,321.0
NY,New York,Bloomfield village,96.0,1550.0
NY,New York,Bloomingburg village,88.0,471.0
NY,New York,Bloomville CDP,89.0,186.0
NY,New York,Blue Point CDP,97.5,4725.0
NY,New York,Bohemia CDP,92.0,9977.0
NY,New York,Bolivar village,87.3,1123.0
NY,New York,Bolton Landing CDP,100.0,416.0
NY,New York,Boonville village,87.9,2067.0
NY,New York,Brasher Falls CDP,95.3,452.0
NY,New York,Breesport CDP,96.7,738.0
NY,New York,Brentwood CDP,70.8,61374.0
NY,New York,Brewerton CDP,92.1,4414.0
NY,New York,Brewster village,63.6,2212.0
NY,New York,Brewster Hill CDP,92.1,1378.0
NY,New York,Briarcliff Manor village,95.5,7739.0
NY,New York,Bridgehampton CDP,93.8,1274.0
NY,New York,Bridgeport CDP,83.4,1668.0
NY,New York,Bridgewater CDP,86.4,612.0
NY,New York,Brighton CDP,94.4,36929.0
NY,New York,Brightwaters village,98.6,3102.0
NY,New York,Brinckerhoff CDP,94.6,2602.0
NY,New York,Broadalbin village,91.6,1550.0
NY,New York,Brockport village,92.9,8428.0
NY,New York,Brocton village,85.9,1518.0
NY,New York,Bronxville village,98.7,6409.0
NY,New York,Brookhaven CDP,88.4,3138.0
NY,New York,Brookville village,97.9,3546.0
NY,New York,Brownville village,89.7,958.0
NY,New York,Brushton village,86.7,578.0
NY,New York,Buchanan village,92.5,2218.0
NY,New York,Buffalo city,82.7,259517.0
NY,New York,Burdett village,91.9,364.0
NY,New York,Burke village,89.0,169.0
NY,New York,Busti CDP,87.8,477.0
NY,New York,Byersville CDP,87.3,131.0
NY,New York,Cairo CDP,69.6,1325.0
NY,New York,Calcium CDP,88.9,4102.0
NY,New York,Caledonia village,93.7,2137.0
NY,New York,Callicoon CDP,98.5,172.0
NY,New York,Calverton CDP,89.9,6380.0
NY,New York,Cambridge village,86.3,1715.0
NY,New York,Camden village,88.1,2491.0
NY,New York,Camillus village,96.9,1242.0
NY,New York,Campbell CDP,92.1,630.0
NY,New York,Canajoharie village,85.2,2195.0
NY,New York,Canandaigua city,93.8,10499.0
NY,New York,Canaseraga village,87.3,600.0
NY,New York,Canastota village,94.3,4707.0
NY,New York,Candor village,90.7,677.0
NY,New York,Canisteo village,91.3,2298.0
NY,New York,Canton village,90.6,6665.0
NY,New York,Cape Vincent village,95.6,645.0
NY,New York,Carle Place CDP,86.8,5152.0
NY,New York,Carmel Hamlet CDP,86.1,6542.0
NY,New York,Caroga Lake CDP,97.5,496.0
NY,New York,Carthage village,85.3,3682.0
NY,New York,Cassadaga village,91.9,709.0
NY,New York,Castile village,91.0,922.0
NY,New York,Castleton-on-Hudson village,91.4,1322.0
NY,New York,Castorland village,88.4,376.0
NY,New York,Cato village,93.9,655.0
NY,New York,Catskill village,96.2,3952.0
NY,New York,Cattaraugus village,90.2,1035.0
NY,New York,Cayuga village,93.6,545.0
NY,New York,Cayuga Heights village,97.5,3789.0
NY,New York,Cazenovia village,93.8,2815.0
NY,New York,Cedarhurst village,95.3,6655.0
NY,New York,Celoron village,81.6,1183.0
NY,New York,Centereach CDP,93.0,32649.0
NY,New York,Center Moriches CDP,91.1,8418.0
NY,New York,Centerport CDP,97.6,5447.0
NY,New York,Central Bridge CDP,83.2,282.0
NY,New York,Central Islip CDP,71.0,34960.0
NY,New York,Central Square village,89.0,1945.0
NY,New York,Centre Island village,97.9,454.0
NY,New York,Chadwicks CDP,87.4,1757.0
NY,New York,Champlain village,86.9,1139.0
NY,New York,Chappaqua CDP,96.1,1287.0
NY,New York,Chateaugay village,87.1,626.0
NY,New York,Chatham village,88.9,1381.0
NY,New York,Chaumont village,91.2,796.0
NY,New York,Chautauqua CDP,96.5,594.0
NY,New York,Chazy CDP,94.1,448.0
NY,New York,Cheektowaga CDP,90.3,74905.0
NY,New York,Chenango Bridge CDP,94.7,2795.0
NY,New York,Cherry Creek village,86.2,447.0
NY,New York,Cherry Valley village,90.6,562.0
NY,New York,Chester village,92.1,3928.0
NY,New York,Chestertown CDP,92.9,764.0
NY,New York,Chestnut Ridge village,92.1,8090.0
NY,New York,Chittenango village,91.7,4992.0
NY,New York,Churchville village,96.2,1981.0
NY,New York,Clarence CDP,94.2,3164.0
NY,New York,Clarence Center CDP,98.8,2151.0
NY,New York,Clark Mills CDP,93.1,2139.0
NY,New York,Clarkson CDP,92.5,4325.0
NY,New York,Claverack-Red Mills CDP,88.5,735.0
NY,New York,Clayton village,92.1,1917.0
NY,New York,Clayville village,85.7,328.0
NY,New York,Cleveland village,87.8,776.0
NY,New York,Clifton Springs village,88.8,2180.0
NY,New York,Clinton village,97.5,1850.0
NY,New York,Clintondale CDP,89.3,1391.0
NY,New York,Clyde village,85.3,2012.0
NY,New York,Cobleskill village,87.2,4602.0
NY,New York,Cohocton village,85.2,1016.0
NY,New York,Cohoes city,87.3,16281.0
NY,New York,Cold Brook village,87.5,336.0
NY,New York,Cold Spring village,97.1,1790.0
NY,New York,Cold Spring Harbor CDP,98.0,5076.0
NY,New York,Colonie village,94.2,7898.0
NY,New York,Colton CDP,92.4,428.0
NY,New York,Commack CDP,95.7,35914.0
NY,New York,Conesus Hamlet CDP,100.0,512.0
NY,New York,Conesus Lake CDP,96.8,2584.0
NY,New York,Congers CDP,90.3,8698.0
NY,New York,Constableville village,91.7,239.0
NY,New York,Constantia CDP,88.2,837.0
NY,New York,Coopers Plains CDP,100.0,407.0
NY,New York,Cooperstown village,94.9,2185.0
NY,New York,Copake Falls CDP,100.0,184.0
NY,New York,Copake Hamlet CDP,87.4,352.0
NY,New York,Copake Lake CDP,92.7,518.0
NY,New York,Copenhagen village,83.3,716.0
NY,New York,Copiague CDP,79.8,22772.0
NY,New York,Coram CDP,92.7,40685.0
NY,New York,Corfu village,95.6,807.0
NY,New York,Corinth village,86.9,2545.0
NY,New York,Corning city,93.2,11059.0
NY,New York,Cornwall-on-Hudson village,94.7,2984.0
NY,New York,Cortland city,88.7,19134.0
NY,New York,Cortland West CDP,86.2,1289.0
NY,New York,Country Knolls CDP,99.1,2102.0
NY,New York,Cove Neck village,98.0,298.0
NY,New York,Coxsackie village,83.1,2753.0
NY,New York,Cragsmoor CDP,93.5,608.0
NY,New York,Cranberry Lake CDP,94.2,187.0
NY,New York,Croghan village,87.4,696.0
NY,New York,Crompond CDP,91.9,2466.0
NY,New York,Croton-on-Hudson village,93.1,8202.0
NY,New York,Crown Heights CDP,91.5,2830.0
NY,New York,Crugers CDP,74.2,1720.0
NY,New York,Crystal Beach CDP,80.2,727.0
NY,New York,Cuba village,95.0,1654.0
NY,New York,Cumberland Head CDP,90.1,1564.0
NY,New York,Cumminsville CDP,79.3,146.0
NY,New York,Cutchogue CDP,94.7,3192.0
NY,New York,Cuylerville CDP,82.7,344.0
NY,New York,Dalton CDP,95.5,306.0
NY,New York,Dannemora village,70.6,3894.0
NY,New York,Dansville village,81.1,4537.0
NY,New York,Davenport Center CDP,85.8,417.0
NY,New York,Deer Park CDP,90.7,27346.0
NY,New York,Deferiet village,90.9,276.0
NY,New York,DeKalb Junction CDP,84.7,576.0
NY,New York,Delanson village,98.4,390.0
NY,New York,Delevan village,87.9,1076.0
NY,New York,Delhi village,88.0,3078.0
NY,New York,Depauville CDP,97.5,961.0
NY,New York,Depew village,93.1,15227.0
NY,New York,Deposit village,88.8,1832.0
NY,New York,Dering Harbor village,100.0,6.0
NY,New York,DeRuyter village,92.2,545.0
NY,New York,Dexter village,82.9,1359.0
NY,New York,Dix Hills CDP,95.1,27374.0
NY,New York,Dobbs Ferry village,94.9,11055.0
NY,New York,Dolgeville village,87.2,2349.0
NY,New York,Dover Plains CDP,71.3,919.0
NY,New York,Downsville CDP,78.9,648.0
NY,New York,Dresden village,64.3,452.0
NY,New York,Dryden village,91.9,2014.0
NY,New York,Duane Lake CDP,100.0,361.0
NY,New York,Duanesburg CDP,100.0,359.0
NY,New York,Dundee village,86.0,1448.0
NY,New York,Dunkirk city,85.8,12308.0
NY,New York,Durhamville CDP,87.0,806.0
