State,State_Full,City,percent_completed_hs,Population
AL,Alabama,Abanda CDP,21.2,52.0
AL,Alabama,Abbeville city,69.1,2646.0
AL,Alabama,Adamsville city,78.9,4454.0
AL,Alabama,Addison town,81.4,682.0
AL,Alabama,Akron town,68.6,293.0
AL,Alabama,Alabaster city,89.3,31905.0
AL,Alabama,Albertville city,72.7,21406.0
AL,Alabama,Alexander City city,78.1,14787.0
AL,Alabama,Alexandria CDP,88.8,3912.0
AL,Alabama,Aliceville city,74.3,3727.0
AL,Alabama,Allgood town,48.1,803.0
AL,Alabama,Altoona town,66.9,808.0
AL,Alabama,Andalusia city,81.1,9058.0
AL,Alabama,Anderson town,85.7,253.0
AL,Alabama,Anniston city,79.8,22626.0
AL,Alabama,Arab city,87.6,8282.0
AL,Alabama,Ardmore town,77.7,1419.0
AL,Alabama,Argo town,87.5,4146.0
AL,Alabama,Ariton town,71.3,702.0
AL,Alabama,Arley town,80.6,476.0
AL,Alabama,Ashford town,83.5,2316.0
AL,Alabama,Ashland town,77.9,2667.0
AL,Alabama,Ashville city,77.6,2342.0
AL,Alabama,Athens city,83.4,23938.0
AL,Alabama,Atmore city,73.7,10072.0
AL,Alabama,Attalla city,76.0,5965.0
AL,Alabama,Auburn city,94.3,58693.0
AL,Alabama,Autaugaville town,71.2,1119.0
AL,Alabama,Avon town,82.8,594.0
AL,Alabama,Axis CDP,79.9,911.0
AL,Alabama,Babbie town,81.2,687.0
AL,Alabama,Baileyton town,74.7,909.0
AL,Alabama,Bakerhill town,72.4,209.0
AL,Alabama,Ballplay CDP,80.3,1535.0
AL,Alabama,Banks town,73.0,136.0
AL,Alabama,Bay Minette city,79.1,8843.0
AL,Alabama,Bayou La Batre city,58.5,2634.0
AL,Alabama,Bear Creek town,76.7,1296.0
AL,Alabama,Beatrice town,89.1,294.0
AL,Alabama,Beaverton town,87.9,273.0
AL,Alabama,Belgreen CDP,87.0,66.0
AL,Alabama,Belk town,63.8,289.0
AL,Alabama,Bellamy CDP,86.5,816.0
AL,Alabama,Belle Fontaine CDP,91.9,539.0
AL,Alabama,Benton town,100.0,49.0
AL,Alabama,Berry town,65.4,1392.0
AL,Alabama,Bessemer city,81.5,27043.0
AL,Alabama,Billingsley town,71.3,176.0
AL,Alabama,Birmingham city,85.1,212211.0
AL,Alabama,Black town,90.0,157.0
AL,Alabama,Blountsville town,73.1,1967.0
AL,Alabama,Blue Ridge CDP,97.6,1461.0
AL,Alabama,Blue Springs town,95.6,99.0
AL,Alabama,Boaz city,76.6,9673.0
AL,Alabama,Boligee town,79.9,640.0
AL,Alabama,Bon Air town,85.7,103.0
AL,Alabama,Bon Secour CDP,79.0,648.0
AL,Alabama,Boykin CDP,53.7,67.0
AL,Alabama,Brantley town,75.1,971.0
AL,Alabama,Brantleyville CDP,85.1,1111.0
AL,Alabama,Brent city,73.8,4898.0
AL,Alabama,Brewton city,84.5,5424.0
AL,Alabama,Bridgeport city,74.9,2300.0
AL,Alabama,Brighton city,78.6,2904.0
AL,Alabama,Brilliant town,75.9,908.0
AL,Alabama,Bristow Cove CDP,65.1,531.0
AL,Alabama,Brook Highland CDP,96.2,7032.0
AL,Alabama,Brookside town,78.7,1258.0
AL,Alabama,Brookwood town,83.1,1932.0
AL,Alabama,Broomtown CDP,66.2,160.0
AL,Alabama,Brundidge city,77.2,2189.0
AL,Alabama,Bucks CDP,100.0,50.0
AL,Alabama,Butler town,80.2,2360.0
AL,Alabama,Calera city,89.1,12593.0
AL,Alabama,Calvert CDP,22.8,394.0
AL,Alabama,Camden city,82.8,2721.0
AL,Alabama,Camp Hill town,76.6,1051.0
AL,Alabama,Carbon Hill city,65.4,1739.0
AL,Alabama,Cardiff town,72.7,30.0
AL,Alabama,Carlisle-Rockledge CDP,73.1,2910.0
AL,Alabama,Carlton CDP,77.0,74.0
AL,Alabama,Carolina town,87.8,285.0
AL,Alabama,Carrollton town,71.0,922.0
AL,Alabama,Castleberry town,75.9,543.0
AL,Alabama,Catherine CDP,100.0,20.0
AL,Alabama,Cedar Bluff town,77.9,2017.0
AL,Alabama,Center Point city,87.1,16797.0
AL,Alabama,Centre city,76.7,3570.0
AL,Alabama,Centreville city,81.6,2719.0
AL,Alabama,Chatom town,76.0,1006.0
AL,Alabama,Chelsea city,93.5,11386.0
AL,Alabama,Cherokee town,80.9,850.0
AL,Alabama,Chickasaw city,79.9,6005.0
AL,Alabama,Childersburg city,78.8,5105.0
AL,Alabama,Choccolocco CDP,89.4,2279.0
AL,Alabama,Chunchula CDP,91.2,136.0
AL,Alabama,Citronelle city,82.5,3886.0
AL,Alabama,Clanton city,76.8,8715.0
AL,Alabama,Clay city,92.2,9682.0
AL,Alabama,Clayhatchee town,85.3,441.0
AL,Alabama,Clayton town,57.8,2947.0
AL,Alabama,Cleveland town,74.4,1206.0
AL,Alabama,Clio city,63.1,856.0
AL,Alabama,Coaling town,88.2,1808.0
AL,Alabama,Coats Bend CDP,90.9,1842.0
AL,Alabama,Coffee Springs town,78.0,264.0
AL,Alabama,Coffeeville town,71.7,383.0
AL,Alabama,Coker town,89.2,819.0
AL,Alabama,Collinsville town,52.0,2104.0
AL,Alabama,Colony town,77.0,345.0
AL,Alabama,Columbia town,79.0,680.0
AL,Alabama,Columbiana city,74.4,4176.0
AL,Alabama,Concord CDP,91.3,2044.0
AL,Alabama,Coosada town,84.3,1374.0
AL,Alabama,Cordova city,79.8,2074.0
AL,Alabama,Cottondale CDP,74.9,3702.0
AL,Alabama,Cottonwood town,76.3,1438.0
AL,Alabama,County Line town,83.9,187.0
AL,Alabama,Courtland town,79.6,592.0
AL,Alabama,Cowarts town,86.0,2071.0
AL,Alabama,Creola city,84.4,1842.0
AL,Alabama,Crossville town,70.4,2312.0
AL,Alabama,Cuba town,92.1,509.0
AL,Alabama,Cullman city,85.3,15014.0
AL,Alabama,Cullomburg CDP,93.4,117.0
AL,Alabama,Cusseta town,83.7,151.0
AL,Alabama,Dadeville city,73.7,3181.0
AL,Alabama,Daleville city,85.3,5188.0
AL,Alabama,Daphne city,95.8,23559.0
AL,Alabama,Dauphin Island town,95.8,1319.0
AL,Alabama,Daviston town,87.8,271.0
AL,Alabama,Dayton town,100.0,25.0
AL,Alabama,Deatsville town,96.3,1218.0
AL,Alabama,Decatur city,82.7,55598.0
AL,Alabama,Deer Park CDP,86.3,203.0
AL,Alabama,Delta CDP,87.0,259.0
AL,Alabama,Demopolis city,89.1,7249.0
AL,Alabama,Detroit town,64.8,215.0
AL,Alabama,Dodge City town,81.7,714.0
AL,Alabama,Dora city,82.3,2295.0
AL,Alabama,Dothan city,86.2,67708.0
AL,Alabama,Double Springs town,74.5,1180.0
AL,Alabama,Douglas town,78.5,1024.0
AL,Alabama,Dozier town,79.1,307.0
AL,Alabama,Dunnavant CDP,76.0,984.0
AL,Alabama,Dutton town,90.6,331.0
AL,Alabama,East Brewton city,83.6,2508.0
AL,Alabama,East Point CDP,91.4,151.0
AL,Alabama,Eclectic town,84.2,912.0
AL,Alabama,Edgewater CDP,84.1,905.0
AL,Alabama,Edwardsville town,87.0,137.0
AL,Alabama,Egypt CDP,84.9,1254.0
AL,Alabama,Elba city,76.9,3919.0
AL,Alabama,Elberta town,85.8,1506.0
AL,Alabama,Eldridge town,75.0,204.0
AL,Alabama,Elkmont town,78.2,430.0
AL,Alabama,Elmore town,70.5,1671.0
AL,Alabama,Emelle town,79.3,38.0
AL,Alabama,Emerald Mountain CDP,90.9,2895.0
AL,Alabama,Enterprise city,89.2,27785.0
AL,Alabama,Epes town,81.6,137.0
AL,Alabama,Ethelsville town,80.6,99.0
AL,Alabama,Eufaula city,81.5,12809.0
AL,Alabama,Eunola CDP,96.1,421.0
AL,Alabama,Eutaw town,73.2,2834.0
AL,Alabama,Eva town,91.2,552.0
AL,Alabama,Evergreen city,79.2,3842.0
AL,Alabama,Excel town,86.0,1019.0
AL,Alabama,Fairfield city,88.9,10987.0
AL,Alabama,Fairford CDP,57.6,85.0
AL,Alabama,Fairhope city,95.4,17309.0
AL,Alabama,Fairview town,82.0,483.0
AL,Alabama,Falkville town,65.1,1226.0
AL,Alabama,Faunsdale town,85.7,53.0
AL,Alabama,Fayette city,79.1,4523.0
AL,Alabama,Fayetteville CDP,68.5,1257.0
AL,Alabama,Fitzpatrick CDP,60.7,84.0
AL,Alabama,Five Points town,61.9,181.0
AL,Alabama,Flomaton town,77.3,1670.0
AL,Alabama,Florala town,79.6,1863.0
AL,Alabama,Florence city,84.4,39855.0
AL,Alabama,Foley city,91.5,16345.0
AL,Alabama,Forestdale CDP,93.5,9716.0
AL,Alabama,Forkland town,74.1,767.0
AL,Alabama,Fort Deposit town,70.5,1482.0
AL,Alabama,Fort Payne city,67.7,14112.0
AL,Alabama,Fort Rucker CDP,98.8,4895.0
AL,Alabama,Franklin town,85.0,243.0
AL,Alabama,Fredonia CDP,88.6,385.0
AL,Alabama,Frisco City town,77.3,1272.0
AL,Alabama,Fruitdale CDP,93.3,209.0
AL,Alabama,Fruithurst town,75.8,266.0
AL,Alabama,Fulton town,76.0,211.0
AL,Alabama,Fultondale city,85.1,8733.0
AL,Alabama,Fyffe town,83.7,1358.0
AL,Alabama,Gadsden city,78.3,36455.0
AL,Alabama,Gainesville town,76.7,171.0
AL,Alabama,Gallant CDP,83.7,742.0
AL,Alabama,Gantt town,85.6,180.0
AL,Alabama,Garden City town,79.8,374.0
AL,Alabama,Gardendale city,92.2,13763.0
AL,Alabama,Gaylesville town,78.4,187.0
AL,Alabama,Geiger town,71.3,262.0
AL,Alabama,Geneva city,78.1,4469.0
AL,Alabama,Georgiana town,71.1,1710.0
AL,Alabama,Geraldine town,84.2,883.0
AL,Alabama,Gilbertown town,83.8,191.0
AL,Alabama,Glen Allen town,76.5,513.0
AL,Alabama,Glencoe city,86.6,5139.0
AL,Alabama,Glenwood town,84.8,228.0
AL,Alabama,Goldville town,86.7,43.0
AL,Alabama,Good Hope town,86.5,2232.0
AL,Alabama,Goodwater town,71.6,1537.0
AL,Alabama,Gordo town,80.4,1680.0
AL,Alabama,Gordon town,66.8,275.0
AL,Alabama,Gordonville town,76.1,278.0
AL,Alabama,Goshen town,71.2,356.0
AL,Alabama,Graham CDP,74.0,332.0
AL,Alabama,Grand Bay CDP,84.6,3501.0
AL,Alabama,Grant town,89.2,956.0
AL,Alabama,Grayson Valley CDP,90.4,5160.0
AL,Alabama,Graysville city,79.8,2149.0
AL,Alabama,Greensboro city,75.0,2485.0
AL,Alabama,Greenville city,78.4,7912.0
AL,Alabama,Grimes town,84.5,570.0
AL,Alabama,Grove Hill town,85.8,1716.0
AL,Alabama,Guin city,75.4,2351.0
AL,Alabama,Gulfcrest CDP,87.2,207.0
AL,Alabama,Gulf Shores city,92.9,10703.0
AL,Alabama,Guntersville city,83.1,8326.0
AL,Alabama,Gurley town,74.5,691.0
AL,Alabama,Gu-Win town,87.2,126.0
AL,Alabama,Hackleburg town,76.5,1444.0
AL,Alabama,Hackneyville CDP,95.1,381.0
AL,Alabama,Haleburg town,80.0,96.0
AL,Alabama,Haleyville city,70.7,4068.0
AL,Alabama,Hamilton city,82.7,6814.0
AL,Alabama,Hammondville town,74.5,587.0
AL,Alabama,Hanceville city,77.7,3195.0
AL,Alabama,Harpersville town,80.7,1711.0
AL,Alabama,Hartford city,70.6,2645.0
AL,Alabama,Hartselle city,91.9,14455.0
AL,Alabama,Harvest CDP,90.6,5226.0
AL,Alabama,Hatton CDP,83.2,144.0
AL,Alabama,Hayden town,83.4,1186.0
AL,Alabama,Hayneville town,72.1,984.0
AL,Alabama,Hazel Green CDP,88.2,3266.0
AL,Alabama,Headland city,88.1,4685.0
AL,Alabama,Heath town,80.3,338.0
AL,Alabama,Heflin city,74.3,3504.0
AL,Alabama,Helena city,97.7,17589.0
AL,Alabama,Henagar city,71.7,2253.0
AL,Alabama,Highland Lake town,94.3,393.0
AL,Alabama,Highland Lakes CDP,97.6,4864.0
AL,Alabama,Hillsboro town,74.6,562.0
AL,Alabama,Hissop CDP,73.8,772.0
AL,Alabama,Hobson CDP,63.6,77.0
AL,Alabama,Hobson City town,77.3,998.0
AL,Alabama,Hodges town,69.3,308.0
AL,Alabama,Hokes Bluff city,89.2,4314.0
AL,Alabama,Hollins CDP,68.2,930.0
AL,Alabama,Hollis Crossroads CDP,71.4,714.0
AL,Alabama,Holly Pond town,90.4,1084.0
AL,Alabama,Hollywood town,71.3,971.0
AL,Alabama,Holt CDP,75.0,3652.0
AL,Alabama,Holtville CDP,85.6,4263.0
AL,Alabama,Homewood city,93.5,25535.0
AL,Alabama,Hoover city,95.2,83547.0
AL,Alabama,Horn Hill town,66.3,254.0
AL,Alabama,Hueytown city,86.5,15894.0
AL,Alabama,Huguley CDP,79.3,2373.0
AL,Alabama,Huntsville city,90.2,185594.0
AL,Alabama,Hurtsboro town,75.3,487.0
AL,Alabama,Hytop town,70.6,422.0
AL,Alabama,Ider town,80.5,887.0
AL,Alabama,Indian Springs Village city,97.2,2505.0
AL,Alabama,Irondale city,87.4,12398.0
AL,Alabama,Ivalee CDP,77.0,690.0
AL,Alabama,Jackson city,85.8,5055.0
AL,Alabama,Jacksons' Gap town,67.1,932.0
AL,Alabama,Jacksonville city,89.0,12372.0
AL,Alabama,Jasper city,85.3,14186.0
AL,Alabama,Jemison city,77.8,2627.0
AL,Alabama,Joppa CDP,67.3,263.0
AL,Alabama,Kansas town,66.4,186.0
AL,Alabama,Kellyton town,71.3,248.0
AL,Alabama,Kennedy town,82.6,412.0
AL,Alabama,Killen town,87.1,1177.0
AL,Alabama,Kimberly city,89.4,2799.0
AL,Alabama,Kinsey town,75.9,2275.0
AL,Alabama,Kinston town,69.5,563.0
AL,Alabama,Ladonia CDP,84.4,2840.0
AL,Alabama,La Fayette city,69.7,2989.0
AL,Alabama,Lakeview town,92.3,133.0
AL,Alabama,Lake View town,95.7,2417.0
AL,Alabama,Lanett city,77.2,6457.0
AL,Alabama,Langston town,85.1,211.0
AL,Alabama,Leeds city,87.2,11881.0
AL,Alabama,Leesburg town,80.5,1055.0
AL,Alabama,Leighton town,71.9,859.0
AL,Alabama,Leroy CDP,99.3,779.0
AL,Alabama,Lester town,89.0,143.0
AL,Alabama,Level Plains town,91.3,2181.0
AL,Alabama,Lexington town,87.1,667.0
AL,Alabama,Libertyville town,77.3,146.0
AL,Alabama,Lillian CDP,96.6,1256.0
AL,Alabama,Lincoln city,87.5,6391.0
AL,Alabama,Linden city,87.1,2123.0
AL,Alabama,Lineville city,77.8,2549.0
AL,Alabama,Lipscomb city,71.0,2275.0
AL,Alabama,Lisman town,67.2,613.0
AL,Alabama,Littleville town,81.8,1029.0
AL,Alabama,Livingston city,86.0,3466.0
AL,Alabama,Loachapoka town,89.5,217.0
AL,Alabama,Lockhart town,82.2,443.0
AL,Alabama,Locust Fork town,81.9,1441.0
AL,Alabama,Lookout Mountain CDP,82.3,1152.0
AL,Alabama,Louisville town,65.7,440.0
AL,Alabama,Lowndesboro town,90.2,118.0
AL,Alabama,Loxley town,85.3,1886.0
AL,Alabama,Luverne city,77.9,2825.0
AL,Alabama,Lynn town,74.8,563.0
AL,Alabama,McDonald Chapel CDP,60.3,530.0
AL,Alabama,Macedonia CDP,81.4,165.0
AL,Alabama,McIntosh town,95.8,422.0
AL,Alabama,McKenzie town,75.5,551.0
AL,Alabama,McMullen town,40.0,5.0
AL,Alabama,Madison city,95.7,45590.0
AL,Alabama,Madrid town,70.6,355.0
AL,Alabama,Magnolia Springs town,89.1,752.0
AL,Alabama,Malcolm CDP,90.1,168.0
AL,Alabama,Malvern town,74.0,1816.0
AL,Alabama,Maplesville town,77.3,815.0
AL,Alabama,Marbury CDP,83.8,1419.0
AL,Alabama,Margaret town,92.5,4487.0
AL,Alabama,Marion city,81.4,3551.0
AL,Alabama,Maytown town,88.4,359.0
AL,Alabama,Meadowbrook CDP,94.0,8752.0
AL,Alabama,Megargel CDP,53.1,64.0
AL,Alabama,Memphis town,29.4,38.0
AL,Alabama,Mentone town,87.5,390.0
AL,Alabama,Meridianville CDP,86.6,6270.0
AL,Alabama,Midfield city,90.2,5284.0
AL,Alabama,Midland City town,79.3,2151.0
AL,Alabama,Midway town,58.3,583.0
AL,Alabama,Mignon CDP,75.2,1088.0
AL,Alabama,Millbrook city,91.3,14983.0
AL,Alabama,Millerville CDP,70.7,216.0
AL,Alabama,Millport town,79.6,1070.0
AL,Alabama,Millry town,86.1,565.0
AL,Alabama,Minor CDP,88.9,1334.0
AL,Alabama,Mobile city,86.9,194669.0
AL,Alabama,Monroeville city,82.3,6265.0
AL,Alabama,Montevallo city,86.6,6549.0
AL,Alabama,Montgomery city,85.5,202967.0
AL,Alabama,Moody city,87.9,12292.0
AL,Alabama,Moores Mill CDP,91.0,6591.0
AL,Alabama,Mooresville town,83.1,78.0
AL,Alabama,Morris town,84.9,1737.0
AL,Alabama,Morrison Crossroads CDP,93.8,190.0
AL,Alabama,Mosses town,60.4,1036.0
AL,Alabama,Moulton city,79.2,3386.0
AL,Alabama,Moundville town,77.3,2183.0
AL,Alabama,Mountain Brook city,99.5,20518.0
AL,Alabama,Mount Olive CDP (Coosa County),87.3,300.0
AL,Alabama,Mount Olive CDP (Jefferson County),92.5,4100.0
AL,Alabama,Mount Vernon town,80.8,1482.0
AL,Alabama,Movico CDP,81.9,170.0
AL,Alabama,Mulga town,72.0,922.0
AL,Alabama,Munford town,87.3,1443.0
AL,Alabama,Muscle Shoals city,88.7,13492.0
AL,Alabama,Myrtlewood town,72.5,157.0
AL,Alabama,Nanafalia CDP,94.0,64.0
AL,Alabama,Nances Creek CDP,79.1,292.0
AL,Alabama,Napier Field town,80.2,414.0
AL,Alabama,Natural Bridge town,65.7,43.0
AL,Alabama,Nauvoo town,67.2,171.0
AL,Alabama,Nectar town,78.3,281.0
AL,Alabama,Needham town,83.7,108.0
AL,Alabama,Newbern town,74.6,160.0
AL,Alabama,New Brockton town,79.8,1346.0
AL,Alabama,New Hope city,84.3,2803.0
AL,Alabama,New Market CDP,86.9,1410.0
AL,Alabama,New Site town,82.1,767.0
AL,Alabama,Newton town,82.3,1709.0
AL,Alabama,New Union CDP,84.0,1088.0
AL,Alabama,Newville town,73.0,509.0
AL,Alabama,North Courtland town,71.3,710.0
AL,Alabama,North Johns town,75.6,179.0
AL,Alabama,Northport city,90.2,24339.0
AL,Alabama,Notasulga town,80.7,974.0
AL,Alabama,Oak Grove town,73.0,564.0
AL,Alabama,Oak Hill town,27.3,11.0
AL,Alabama,Oakman town,72.2,659.0
AL,Alabama,Odenville town,76.4,3663.0
AL,Alabama,Ohatchee town,82.0,962.0
AL,Alabama,Oneonta city,73.9,6633.0
AL,Alabama,Onycha town,60.5,197.0
AL,Alabama,Opelika city,83.7,28544.0
AL,Alabama,Opp city,77.4,6665.0
AL,Alabama,Orange Beach city,92.6,5682.0
AL,Alabama,Orrville town,71.4,110.0
AL,Alabama,Our Town CDP,78.6,490.0
AL,Alabama,Owens Cross Roads town,86.7,1667.0
AL,Alabama,Oxford city,83.5,21243.0
AL,Alabama,Ozark city,82.5,14786.0
AL,Alabama,Paint Rock town,77.5,208.0
AL,Alabama,Panola CDP,38.1,32.0
AL,Alabama,Parrish town,75.3,1086.0
AL,Alabama,Pelham city,92.2,22346.0
AL,Alabama,Pell City city,86.5,13312.0
AL,Alabama,Pennington town,69.9,218.0
AL,Alabama,Penton CDP,51.2,236.0
AL,Alabama,Perdido CDP,78.5,554.0
AL,Alabama,Perdido Beach town,86.3,599.0
AL,Alabama,Peterman CDP,97.2,120.0
AL,Alabama,Petrey town,86.5,42.0
AL,Alabama,Phenix City city,84.8,36639.0
AL,Alabama,Phil Campbell town,78.5,1149.0
AL,Alabama,Pickensville town,70.0,661.0
AL,Alabama,Piedmont city,76.8,4767.0
AL,Alabama,Pike Road town,95.8,7178.0
AL,Alabama,Pinckard town,88.6,460.0
AL,Alabama,Pine Apple town,81.5,138.0
AL,Alabama,Pine Hill town,89.1,929.0
AL,Alabama,Pine Level CDP,90.5,4552.0
AL,Alabama,Pine Ridge town,54.6,235.0
AL,Alabama,Pinson city,93.2,7448.0
AL,Alabama,Pisgah town,78.7,717.0
AL,Alabama,Pleasant Grove city,91.1,10270.0
AL,Alabama,Pleasant Groves town,85.0,560.0
AL,Alabama,Point Clear CDP,89.1,2495.0
AL,Alabama,Pollard town,82.3,236.0
AL,Alabama,Powell town,61.2,1037.0
AL,Alabama,Prattville city,89.9,34706.0
AL,Alabama,Priceville town,91.0,2943.0
AL,Alabama,Prichard city,78.5,22439.0
AL,Alabama,Providence town,90.5,268.0
AL,Alabama,Putnam CDP,72.8,100.0
AL,Alabama,Ragland town,73.9,1802.0
AL,Alabama,Rainbow City city,92.5,9608.0
AL,Alabama,Rainsville city,82.3,4992.0
AL,Alabama,Ranburne town,86.5,441.0
AL,Alabama,Ray CDP,82.9,480.0
AL,Alabama,Red Bay city,77.1,3143.0
AL,Alabama,Redland CDP,91.8,4331.0
AL,Alabama,Red Level town,79.2,364.0
AL,Alabama,Redstone Arsenal CDP,94.0,1657.0
AL,Alabama,Reece City town,85.6,793.0
AL,Alabama,Reeltown CDP,78.5,425.0
AL,Alabama,Reform town,79.4,2012.0
AL,Alabama,Rehobeth town,84.9,1602.0
AL,Alabama,Repton town,58.0,130.0
AL,Alabama,Ridgeville town,69.6,117.0
AL,Alabama,River Falls town,64.6,721.0
AL,Alabama,Riverside town,87.0,2296.0
AL,Alabama,Riverview town,75.5,138.0
AL,Alabama,Roanoke city,77.2,6013.0
AL,Alabama,Robertsdale city,79.9,5656.0
AL,Alabama,Rock Creek CDP,85.2,1336.0
AL,Alabama,Rockford town,68.4,620.0
AL,Alabama,Rock Mills CDP,70.4,648.0
AL,Alabama,Rockville CDP,64.7,34.0
AL,Alabama,Rogersville town,81.9,1099.0
AL,Alabama,Rosa town,81.3,385.0
AL,Alabama,Russellville city,68.9,9824.0
AL,Alabama,Rutledge town,69.8,342.0
AL,Alabama,St. Florian town,91.7,418.0
AL,Alabama,St. Stephens CDP,88.2,580.0
AL,Alabama,Saks CDP,78.6,10826.0
AL,Alabama,Samson city,65.7,2103.0
AL,Alabama,Sand Rock town,80.8,590.0
AL,Alabama,Sanford town,73.1,212.0
AL,Alabama,Saraland city,85.4,13715.0
AL,Alabama,Sardis City town,88.7,1654.0
AL,Alabama,Satsuma city,91.8,6152.0
AL,Alabama,Scottsboro city,81.8,14775.0
AL,Alabama,Section town,76.6,811.0
AL,Alabama,Selma city,77.8,19987.0
AL,Alabama,Selmont-West Selmont CDP,78.1,2574.0
AL,Alabama,Semmes city,77.3,3583.0
AL,Alabama,Sheffield city,79.5,9074.0
AL,Alabama,Shelby CDP,78.9,1364.0
AL,Alabama,Shiloh town,75.6,350.0
AL,Alabama,Shoal Creek CDP,99.6,1481.0
AL,Alabama,Shorter town,68.4,436.0
AL,Alabama,Silas town,66.0,680.0
AL,Alabama,Silverhill town,89.3,654.0
AL,Alabama,Sims Chapel CDP,100.0,163.0
AL,Alabama,Sipsey town,83.2,473.0
AL,Alabama,Skyline town,75.4,1048.0
AL,Alabama,Slocomb city,75.5,1880.0
AL,Alabama,Smiths Station city,80.3,5165.0
AL,Alabama,Smoke Rise CDP,92.7,2443.0
AL,Alabama,Snead town,80.3,765.0
AL,Alabama,Somerville town,78.4,691.0
AL,Alabama,Southside city,90.3,8514.0
AL,Alabama,South Vinemont town,79.1,545.0
AL,Alabama,Spanish Fort city,95.8,7578.0
AL,Alabama,Spring Garden CDP,100.0,179.0
AL,Alabama,Springville city,91.1,4174.0
AL,Alabama,Spruce Pine CDP,76.6,146.0
AL,Alabama,Standing Rock CDP,61.4,48.0
AL,Alabama,Stapleton CDP,84.1,1360.0
AL,Alabama,Steele town,78.7,945.0
AL,Alabama,Sterrett CDP,64.1,575.0
AL,Alabama,Stevenson city,81.6,2194.0
AL,Alabama,Stewartville CDP,73.7,1956.0
AL,Alabama,Stockton CDP,91.3,748.0
AL,Alabama,Sulligent city,74.0,1956.0
AL,Alabama,Sumiton city,85.1,2689.0
AL,Alabama,Summerdale town,85.3,986.0
AL,Alabama,Susan Moore town,75.0,731.0
AL,Alabama,Sweet Water town,92.5,304.0
AL,Alabama,Sylacauga city,82.5,12749.0
AL,Alabama,Sylvania town,83.6,2119.0
AL,Alabama,Sylvan Springs town,86.9,1729.0
AL,Alabama,Talladega city,73.9,15931.0
AL,Alabama,Talladega Springs town,80.1,224.0
AL,Alabama,Tallassee city,88.9,5380.0
AL,Alabama,Tarrant city,78.6,6278.0
AL,Alabama,Taylor town,83.6,2880.0
AL,Alabama,Theodore CDP,85.4,5942.0
AL,Alabama,Thomaston town,89.3,268.0
AL,Alabama,Thomasville city,82.4,4099.0
AL,Alabama,Thorsby town,80.7,2140.0
AL,Alabama,Tibbie CDP,100.0,24.0
AL,Alabama,Tidmore Bend CDP,80.6,1170.0
AL,Alabama,Tillmans Corner CDP,82.1,19065.0
AL,Alabama,Town Creek town,83.2,998.0
AL,Alabama,Toxey town,85.6,182.0
AL,Alabama,Trafford town,80.8,601.0
AL,Alabama,Triana town,81.4,578.0
AL,Alabama,Trinity town,93.7,2239.0
AL,Alabama,Troy city,83.7,18696.0
AL,Alabama,Trussville city,96.3,20351.0
AL,Alabama,Tuscaloosa city,87.3,94865.0
AL,Alabama,Tuscumbia city,86.2,8537.0
AL,Alabama,Tuskegee city,83.6,9218.0
AL,Alabama,Twin town,77.6,415.0
AL,Alabama,Underwood-Petersville CDP,77.1,3425.0
AL,Alabama,Union town,76.2,269.0
AL,Alabama,Union Grove town,91.7,81.0
AL,Alabama,Union Springs city,57.1,3915.0
AL,Alabama,Uniontown town,66.1,2841.0
AL,Alabama,Uriah CDP,83.8,278.0
AL,Alabama,Valley city,84.9,9444.0
AL,Alabama,Valley Grande city,85.9,3912.0
AL,Alabama,Valley Head town,75.7,587.0
AL,Alabama,Vance town,88.0,1302.0
AL,Alabama,Vandiver CDP,75.9,1020.0
AL,Alabama,Vernon city,81.0,2202.0
AL,Alabama,Vestavia Hills city,97.3,34116.0
AL,Alabama,Vina town,57.3,335.0
AL,Alabama,Vincent town,77.5,2032.0
AL,Alabama,Vinegar Bend CDP,64.5,214.0
AL,Alabama,Vredenburgh town,73.5,154.0
AL,Alabama,Wadley town,73.9,809.0
AL,Alabama,Waldo town,75.8,246.0
AL,Alabama,Walnut Grove town,68.4,910.0
AL,Alabama,Warrior city,86.9,3191.0
AL,Alabama,Waterloo town,73.6,143.0
AL,Alabama,Waverly town,74.1,266.0
AL,Alabama,Weaver city,83.9,3072.0
AL,Alabama,Webb town,78.0,1287.0
AL,Alabama,Wedowee town,70.1,714.0
AL,Alabama,Weogufka CDP,56.3,292.0
AL,Alabama,West Blocton town,79.9,1359.0
AL,Alabama,West End-Cobb Town CDP,68.1,3790.0
AL,Alabama,West Jefferson town,88.3,442.0
AL,Alabama,Westover town,85.2,1239.0
AL,Alabama,West Point town,86.9,626.0
AL,Alabama,Wetumpka city,85.0,7406.0
AL,Alabama,Whatley CDP,0.0,0.0
AL,Alabama,White Hall town,66.6,832.0
AL,Alabama,White Plains CDP,95.7,908.0
AL,Alabama,Whitesboro CDP,84.4,2139.0
AL,Alabama,Wilsonville town,88.0,2163.0
AL,Alabama,Wilton town,84.6,584.0
AL,Alabama,Winfield city,86.8,4345.0
AL,Alabama,Woodland town,86.4,222.0
AL,Alabama,Woodstock town,89.5,1766.0
AL,Alabama,Woodville town,77.7,763.0
AL,Alabama,Yellow Bluff town,62.0,186.0
AL,Alabama,York city,77.1,2652.0
AK,Alaska,Adak city,93.4,122.0
AK,Alaska,Akhiok city,62.5,84.0
AK,Alaska,Akiachak CDP,76.7,562.0
AK,Alaska,Akiak city,81.3,399.0
